supplier_id,supplier_name,warehouse_id,warehouse_name,cohort_month,po_count,ordered_units,received_units,receipt_fill_rate,on_time_delivery_rate,average_delay_days,lead_time_variability,late_received_units,downstream_units_demanded,downstream_units_lost_sales,downstream_lost_sales_revenue,downstream_stockout_rate,downstream_fill_rate,cohort_risk_score
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2024-10-01,17,20648.0,19534.0,0.9460480433940334,0.47058823529411764,6.411764705882353,12.490290346552255,10068.0,20341.0,3564.0,120359.66999999998,0.17521262474804583,0.8247873752519542,81.40017870615543
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2024-10-01,11,10621.0,10052.0,0.9464268901233406,0.36363636363636365,6.636363636363637,8.922902096189436,5538.0,13042.0,3266.0,178215.09,0.2504217144609722,0.7495782855390277,81.31187541019325
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2025-05-01,12,10661.0,9753.0,0.914829753306444,0.08333333333333333,7.583333333333333,7.262919523166975,9026.0,13215.0,2656.0,179110.46999999997,0.20098373060915625,0.7990162693908437,81.1960411430838
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-06-01,9,7551.0,7107.0,0.9411998410806516,0.2222222222222222,7.555555555555555,7.327649312326869,5613.0,11404.0,3137.0,147163.2,0.2750789196773062,0.7249210803226938,80.98408685737918
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-12-01,16,18758.0,17332.0,0.9239791022497068,0.5,5.6875,10.620538278888379,8255.0,22383.0,7139.0,227365.78999999998,0.31894741544922484,0.6810525845507751,80.923993425
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-12-01,13,10628.0,9826.0,0.9245389537071885,0.46153846153846156,5.769230769230769,10.036471951376601,5124.0,13080.0,3512.0,197460.58999999997,0.26850152905198776,0.7314984709480122,80.90403134807693
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2024-09-01,12,10765.0,9738.0,0.9045982350209011,0.3333333333333333,6.083333333333333,9.618479688347401,6095.0,12286.0,2988.0,164218.18,0.2432036464268273,0.7567963535731728,80.86768921585444
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-10-01,8,6456.0,6064.0,0.9392812887236679,0.25,6.0,9.7357955137582,4361.0,11004.0,2617.0,149118.47999999998,0.23782260996001453,0.7621773900399854,80.7220818706373
SUP-002,Supplier 2,WH-LIS,Lisbon Distribution Center,2024-06-01,11,11021.0,10025.0,0.909627075582978,0.45454545454545453,5.818181818181818,11.725651755485027,5048.0,15069.0,2656.0,161655.91,0.1762558895746234,0.8237441104253767,80.34186160096826
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2024-08-01,15,17440.0,16010.0,0.9180045871559633,0.3333333333333333,5.6,10.656989658033295,9498.0,17446.0,4127.0,155660.2,0.23655852344376935,0.7634414765562306,80.16745150000001
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-01-01,12,13795.0,12603.0,0.9135918811163465,0.4166666666666667,6.0,10.601243494815296,7531.0,16260.0,2855.0,87709.78999999998,0.17558425584255843,0.8244157441574416,80.16718518528427
SUP-002,Supplier 2,WH-LIS,Lisbon Distribution Center,2024-08-01,13,13150.0,12067.0,0.9176425855513308,0.15384615384615385,6.846153846153846,7.954195796510843,10223.0,15828.0,4001.0,133000.87,0.2527798837503159,0.7472201162496841,80.04418483515089
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2024-07-01,12,12891.0,12313.0,0.9551625164843689,0.5833333333333334,6.916666666666667,14.194269009965703,5296.0,18206.0,3184.0,70923.63,0.17488739975832143,0.8251126002416785,80.03330497592461
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2024-05-01,11,10714.0,9798.0,0.9145043867836475,0.5454545454545454,5.545454545454546,12.08605507486737,3939.0,14241.0,4441.0,132395.28000000003,0.3118460782248438,0.6881539217751562,79.85660096363635
SUP-001,Supplier 1,WH-PORTO,Porto Distribution Center,2025-01-01,10,10138.0,9322.0,0.9195107516275399,0.4,6.1,9.510228411791404,5679.0,11153.0,2642.0,33802.91999999999,0.23688693625033624,0.7631130637496638,79.7688645176871
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2024-08-01,13,14923.0,13744.0,0.9209944381156604,0.38461538461538464,6.076923076923077,8.709705756165038,7990.0,19018.0,6415.0,189902.95,0.3373120201913976,0.6626879798086024,79.68113845155524
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-09-01,12,13610.0,12273.0,0.9017634092578986,0.25,6.583333333333333,7.92961461098759,9450.0,17639.0,4528.0,136831.91,0.25670389477861555,0.7432961052213845,79.37899457481471
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-05-01,11,8727.0,8021.0,0.9191016385928726,0.5454545454545454,5.363636363636363,10.192689001971418,3685.0,10982.0,2344.0,116683.06,0.2134401748315425,0.7865598251684575,79.28421385909091
SUP-002,Supplier 2,WH-PORTO,Porto Distribution Center,2025-07-01,11,10795.0,10047.0,0.9307086614173228,0.45454545454545453,5.545454545454546,9.458041311738148,4921.0,13405.0,3543.0,155461.38999999998,0.26430436404326746,0.7356956359567326,79.21665875624359
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2024-06-01,15,16973.0,15728.0,0.9266482059741943,0.5333333333333333,5.2,13.143167698194267,7712.0,16865.0,3482.0,131739.01,0.206463089238067,0.793536910761933,78.98804257500001
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2025-12-01,10,10031.0,9249.0,0.9220416708204566,0.3,6.6,7.400450436741448,6532.0,17191.0,6264.0,183440.97,0.36437670874294686,0.6356232912570531,78.97648293011217
SUP-001,Supplier 1,WH-MAD,Madrid Regional Hub,2025-11-01,10,9991.0,9260.0,0.9268341507356621,0.4,8.3,12.647353697732802,5740.0,13793.0,1701.0,22397.29,0.12332342492568694,0.8766765750743131,78.87058244452078
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2024-04-01,14,16197.0,14866.0,0.9178242884484781,0.5,6.428571428571429,14.175702785066758,6814.0,17637.0,2717.0,86019.84999999999,0.1540511424845495,0.8459488575154505,78.83337105582298
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-09-01,11,9065.0,8169.0,0.9011583011583012,0.45454545454545453,5.636363636363637,8.975724837785323,4280.0,11021.0,2654.0,168528.03000000003,0.24081299337628165,0.7591870066237184,78.8184565725871
SUP-002,Supplier 2,WH-PORTO,Porto Distribution Center,2024-07-01,12,11652.0,10945.0,0.9393237212495709,0.4166666666666667,5.25,10.836246694508317,5915.0,12620.0,2208.0,141988.15,0.17496038034865294,0.8250396196513471,78.62995338596144
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2025-05-01,13,16802.0,16038.0,0.9545292227115819,0.46153846153846156,5.538461538461538,13.317618944802947,8175.0,19175.0,3313.0,73996.46,0.17277705345501956,0.8272229465449804,78.59857768004491
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-07-01,16,17138.0,16177.0,0.9439257789707084,0.5625,5.25,10.75174404457249,7901.0,20253.0,5493.0,173740.18,0.27121907865501405,0.728780921344986,78.59471801666666
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2025-10-01,12,10798.0,10141.0,0.9391553991479904,0.3333333333333333,5.583333333333333,8.337574678235363,6085.0,13682.0,4346.0,269207.66000000003,0.3176436193538956,0.6823563806461044,78.48375280068637
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-07-01,10,8402.0,7898.0,0.9400142823137349,0.5,5.4,10.667187487284965,4017.0,11845.0,2034.0,114794.00999999998,0.17171802448290419,0.8282819755170958,78.44073557310047
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2024-12-01,12,11744.0,10684.0,0.909741144414169,0.16666666666666666,6.75,6.5383484153110105,9030.0,17810.0,7247.0,216799.7,0.4069062324536777,0.5930937675463223,78.30852037296651
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-11-01,12,9584.0,8860.0,0.924457429048414,0.4166666666666667,4.916666666666667,10.720625829764705,5233.0,11706.0,2770.0,133736.03,0.23663078763027506,0.7633692123697249,78.29468689166667
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2025-06-01,13,12819.0,11825.0,0.922458850144317,0.46153846153846156,5.0,10.71184343348939,6475.0,14502.0,3414.0,92761.70999999999,0.23541580471659082,0.7645841952834092,78.195712825
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-06-01,12,14041.0,12858.0,0.9157467416850652,0.5833333333333334,5.75,10.632996099905522,5920.0,17495.0,3691.0,134603.44999999995,0.2109745641611889,0.7890254358388111,78.16230365277778
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2025-03-01,9,7637.0,7131.0,0.9337436166033782,0.3333333333333333,5.777777777777778,8.51143022320247,4454.0,12401.0,2854.0,124274.87000000001,0.23014273042496572,0.7698572695750343,78.14365130424817
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-05-01,14,16027.0,15014.0,0.9367941598552443,0.42857142857142855,5.785714285714286,12.444381758956021,7968.0,17615.0,2848.0,77728.91999999998,0.1616803860346296,0.8383196139653705,78.01173995146678
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2024-06-01,13,11546.0,10435.0,0.9037761995496276,0.46153846153846156,4.615384615384615,10.371311516105498,4995.0,13228.0,2817.0,181083.88,0.21295736316903538,0.7870426368309646,77.89659063846153
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-03-01,14,16114.0,14753.0,0.9155392826113938,0.35714285714285715,5.714285714285714,8.8183749219307,10005.0,17532.0,3104.0,88382.15,0.17704768423454256,0.8229523157654575,77.8481077085595
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2024-04-01,12,10886.0,10264.0,0.9428623920632004,0.5,4.75,11.007917260964602,5359.0,13054.0,2339.0,135696.56,0.17917879577141105,0.820821204228589,77.80147928571233
SUP-002,Supplier 2,WH-PORTO,Porto Distribution Center,2024-08-01,12,10924.0,10363.0,0.9486451849139509,0.3333333333333333,5.75,8.146387933534491,6707.0,13251.0,2657.0,150147.01,0.20051316881744774,0.7994868311825523,77.72068447530172
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2024-12-01,17,19010.0,17505.0,0.9208311415044713,0.47058823529411764,4.529411764705882,9.98454688358907,9019.0,21767.0,6710.0,166185.66999999998,0.30826480452060456,0.6917351954793954,77.5467422621483
SUP-002,Supplier 2,WH-PORTO,Porto Distribution Center,2025-08-01,12,10372.0,9543.0,0.9200732741997686,0.3333333333333333,5.166666666666667,8.538682035834974,5829.0,13049.0,3619.0,240183.05999999997,0.277339259713388,0.722660740286612,77.52606267041912
SUP-001,Supplier 1,WH-LYON,Lyon EU Gateway,2024-08-01,12,12330.0,11200.0,0.9083536090835361,0.25,7.583333333333333,10.739335795724676,7968.0,11471.0,1390.0,12869.939999999999,0.1211751373027635,0.8788248626972365,77.51876202808484
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2025-07-01,15,17493.0,16545.0,0.945806894186246,0.4,6.266666666666667,10.868477792396206,10125.0,18717.0,2754.0,64306.09,0.14713896457765668,0.8528610354223434,77.49773618362852
SUP-002,Supplier 2,WH-PORTO,Porto Distribution Center,2024-05-01,12,10195.0,9630.0,0.9445806768023541,0.16666666666666666,6.166666666666667,7.304523297660197,7413.0,11555.0,2282.0,130924.91,0.19749026395499783,0.8025097360450022,77.35538843815696
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-02-01,8,6112.0,5673.0,0.9281740837696335,0.375,5.0,9.40744386111339,3590.0,9389.0,2389.0,91850.63999999998,0.2544466929385451,0.7455533070614548,77.30004559167008
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2024-05-01,11,12648.0,11974.0,0.9467109424414927,0.36363636363636365,6.090909090909091,10.46031461372849,7677.0,16698.0,2465.0,87891.68000000001,0.1476224697568571,0.8523775302431429,77.28895696692352
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-04-01,9,7385.0,6651.0,0.9006093432633717,0.4444444444444444,4.111111111111111,10.88577052853862,3723.0,11211.0,3921.0,253589.13000000006,0.34974578538934975,0.6502542146106502,77.17969625277777
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2025-12-01,16,20857.0,19253.0,0.9230953636668744,0.4375,6.3125,12.675271200254453,12315.0,24005.0,3365.0,102771.15999999999,0.1401791293480525,0.8598208706519476,77.12749251645027
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2024-04-01,16,15688.0,14024.0,0.8939316675165732,0.25,7.1875,8.962653996817386,10597.0,14465.0,1963.0,71024.7,0.13570687867265813,0.8642931213273418,77.02395831996589
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2025-06-01,17,21461.0,19622.0,0.9143096780205955,0.47058823529411764,8.411764705882353,15.06749520539847,10827.0,19482.0,2034.0,50869.36,0.10440406529103788,0.8955959347089621,76.98197189900421
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-11-01,12,10096.0,9544.0,0.945324881141046,0.3333333333333333,4.75,8.819743691733835,6632.0,12010.0,3648.0,243901.49000000002,0.3037468776019983,0.6962531223980016,76.93387671260075
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2024-11-01,14,15810.0,14717.0,0.9308665401644529,0.42857142857142855,6.071428571428571,11.154262970612733,8165.0,17814.0,2602.0,52765.28,0.1460648927809588,0.8539351072190412,76.80374355978907
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-03-01,10,8341.0,7719.0,0.9254286056827719,0.4,5.0,10.340857475728662,4475.0,10564.0,1772.0,87315.45000000003,0.16773949261643317,0.8322605073835668,76.79258727682591
SUP-001,Supplier 1,WH-LYON,Lyon EU Gateway,2024-04-01,12,12378.0,11235.0,0.9076587493940863,0.16666666666666666,8.333333333333334,10.175356445249413,9297.0,10987.0,1155.0,10029.86,0.1051242377355056,0.8948757622644944,76.75569480950062
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2024-08-01,13,12745.0,11648.0,0.9139270302079247,0.5384615384615384,6.846153846153846,16.00761036955828,5329.0,14922.0,1908.0,48105.62999999999,0.1278648974668275,0.8721351025331725,76.6833876700321
SUP-001,Supplier 1,WH-LYON,Lyon EU Gateway,2025-07-01,11,10743.0,9704.0,0.9032858605603649,0.45454545454545453,6.363636363636363,10.668560437949528,4995.0,12209.0,1674.0,21846.58,0.13711196658202965,0.8628880334179704,76.30760321264977
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2024-07-01,15,18411.0,17176.0,0.932920536635707,0.4,4.466666666666667,9.334013580652725,10160.0,21963.0,5177.0,150030.31,0.23571461093657514,0.7642853890634248,76.29291436264576
SUP-002,Supplier 2,WH-LIS,Lisbon Distribution Center,2024-04-01,14,14449.0,13420.0,0.928783998892657,0.21428571428571427,6.214285714285714,6.345804186171423,10902.0,14757.0,3274.0,156290.81999999998,0.2218608118181202,0.7781391881818798,76.22660171497142
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-04-01,12,9969.0,9440.0,0.9469355000501555,0.5,3.9166666666666665,11.356482596724083,4720.0,11592.0,2825.0,186050.41999999998,0.24370255348516218,0.7562974465148378,76.18704481666666
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2024-06-01,16,21159.0,19306.0,0.9124249728248027,0.4375,5.5,10.623676388143608,12366.0,19755.0,2920.0,121557.94,0.14781068084029358,0.8521893191597064,76.08509353225485
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2024-11-01,14,15246.0,13921.0,0.913091958546504,0.5,4.571428571428571,10.45476914150656,7135.0,18892.0,3235.0,66348.72,0.17123650222316325,0.8287634977768368,75.95246485336735
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-11-01,15,16669.0,15181.0,0.910732497450357,0.4666666666666667,4.0,10.189630583518296,7637.0,18830.0,4909.0,110907.42,0.2607010090281466,0.7392989909718535,75.83180564999999
SUP-003,Supplier 3,WH-LIS,Lisbon Distribution Center,2024-08-01,14,18201.0,16693.0,0.9171474094829954,0.2857142857142857,7.714285714285714,10.852912709762034,11606.0,21335.0,2091.0,57403.24,0.09800796812749003,0.90199203187251,75.60601282210207
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2025-12-01,14,12376.0,11345.0,0.9166936005171299,0.42857142857142855,4.0,9.02651771050287,6341.0,16038.0,4435.0,274568.97,0.27653073949370244,0.7234692605062976,75.5990438407543
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2025-03-01,14,13258.0,11944.0,0.90089002866194,0.5,4.642857142857143,9.974693253153477,6257.0,13978.0,2347.0,48902.7,0.16790671054514236,0.8320932894548576,75.59225415855558
SUP-003,Supplier 3,WH-MAD,Madrid Regional Hub,2025-04-01,12,12948.0,11984.0,0.9255483472350943,0.4166666666666667,3.8333333333333335,11.253282349446478,6587.0,17632.0,3963.0,128273.56,0.22476179673321234,0.7752382032667876,75.54538503333333
SUP-001,Supplier 1,WH-LIS,Lisbon Distribution Center,2025-06-01,13,15589.0,14836.0,0.9516967092180384,0.38461538461538464,5.923076923076923,8.404821571040378,8168.0,15091.0,2392.0,36228.719999999994,0.1585050692465708,0.8414949307534292,75.29831442498296
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2024-03-01,11,13059.0,12302.0,0.9420323148786278,0.45454545454545453,5.090909090909091,9.879271228182775,6835.0,16322.0,2505.0,85145.05,0.15347383899031983,0.8465261610096801,75.23741622124909
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2025-01-01,11,10497.0,9657.0,0.9199771363246642,0.2727272727272727,4.2727272727272725,9.202766382502007,7075.0,13166.0,3399.0,99052.59,0.258164970378247,0.741835029621753,75.22886218057118
SUP-002,Supplier 2,WH-LIS,Lisbon Distribution Center,2025-07-01,12,11899.0,11002.0,0.9246155139087319,0.25,5.416666666666667,7.017294652672371,8861.0,16064.0,3347.0,150684.98999999996,0.20835408366533864,0.7916459163346613,75.19774607067524
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2024-05-01,14,12795.0,11550.0,0.902696365767878,0.2857142857142857,4.857142857142857,7.495419846901085,8082.0,12914.0,3649.0,210526.73,0.28256156109648445,0.7174384389035156,74.96493738820877
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2025-05-01,12,13540.0,12385.0,0.9146971935007385,0.5,4.25,10.857199817576717,6592.0,16395.0,2736.0,85353.91,0.16688014638609333,0.8331198536139067,74.8073928123437
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2024-09-01,15,14603.0,13899.0,0.9517907279326165,0.26666666666666666,4.8,8.050436249640377,10376.0,13601.0,2791.0,88813.70999999999,0.20520549959561796,0.794794500404382,74.74175719946055
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2025-06-01,14,15164.0,14247.0,0.9395278290688472,0.5,3.5714285714285716,10.938388896375539,7809.0,17461.0,3379.0,98095.81,0.19351698069984538,0.8064830193001546,74.66429000357144
SUP-002,Supplier 2,WH-PORTO,Porto Distribution Center,2025-11-01,15,13743.0,12986.0,0.9449174125009095,0.5333333333333333,3.7333333333333334,9.423880506963352,5993.0,12469.0,2693.0,151988.16,0.2159756195364504,0.7840243804635496,74.60906529377837
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2024-02-01,9,7567.0,7033.0,0.9294304215673318,0.4444444444444444,3.5555555555555554,9.59311095410544,4014.0,9663.0,3009.0,159870.89,0.3113939770257684,0.6886060229742316,74.47758699504705
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2025-09-01,15,13654.0,12382.0,0.9068404863043796,0.3333333333333333,4.6,7.642612368131974,8571.0,12769.0,2795.0,198486.97999999998,0.21888949800297597,0.781110501997024,74.45257090219796
SUP-001,Supplier 1,WH-MAD,Madrid Regional Hub,2024-07-01,12,12911.0,11615.0,0.8996204786616064,0.16666666666666666,6.416666666666667,8.739929269528652,9940.0,14996.0,1983.0,58252.619999999995,0.1322352627367298,0.8677647372632702,74.2812621917074
SUP-002,Supplier 2,WH-MAD,Madrid Regional Hub,2024-08-01,15,12613.0,11535.0,0.9145326250693728,0.3333333333333333,4.866666666666666,11.443442705426586,7868.0,13911.0,2021.0,128277.34,0.14528071310473725,0.8547192868952628,74.27104817274859
SUP-003,Supplier 3,WH-LYON,Lyon EU Gateway,2024-02-01,13,12409.0,11360.0,0.915464582158111,0.23076923076923078,5.153846153846154,7.127951480453013,8573.0,11896.0,2667.0,74400.03999999998,0.2241930060524546,0.7758069939475454,74.13454290529491
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2025-09-01,10,11596.0,10499.0,0.9053984132459468,0.6,4.6,10.055954565441425,4708.0,16330.0,3108.0,117409.37,0.19032455603184323,0.8096754439681567,74.04723694166667
SUP-003,Supplier 3,WH-PORTO,Porto Distribution Center,2025-03-01,14,16053.0,14606.0,0.9098610851554226,0.35714285714285715,6.571428571428571,13.008027952337402,9093.0,16220.0,1769.0,42557.11,0.10906288532675709,0.8909371146732429,73.86584812321112
SUP-002,Supplier 2,WH-LYON,Lyon EU Gateway,2025-08-01,13,10504.0,9573.0,0.9113670982482863,0.46153846153846156,4.153846153846154,7.909747313543117,5389.0,11789.0,3898.0,204328.74,0.330647213504114,0.669352786495886,73.78170190493006
