product_id,warehouse_id,supplier_id,category,region,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,governance_priority_score,risk_tier,main_risk_driver,recommended_action,fill_rate,stockout_rate,service_gap_rate,excess_day_rate,slow_moving_rate,dos_stretch,lost_sales_share,inventory_value_share,lost_sales_revenue,inventory_value_sum,product_name,sku_label
SKU-0016,WH-LIS,SUP-002,Health,Portugal South,98.77907048817076,98.77907048817076,7.580680113046514,96.02684642340184,9.475850141308142,63.94865009921715,High,Service Risk,review reorder point and raise safety stock,0.7560888693959786,0.2439111306040213,0.2418005235673853,0.0095759233926128,0.0,0.2390082079343365,0.0529279384015069,0.0061387563498281,1840818.24,18317359.62,Health Product 16,SKU-0016 | WH-LIS
SKU-0037,WH-PORTO,SUP-003,Frozen,Portugal North,86.12657126048934,88.29744709704752,9.547685876684962,98.25809170536029,5.7017072090573,58.90679375639795,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8306233984171258,0.1693766015828741,0.1626142821507132,0.0998632010943912,0.0,0.4466972184222526,0.0048813052209657,0.0029798562102617,169770.37,8891556.32,Frozen Product 37,SKU-0037 | WH-PORTO
SKU-0031,WH-LYON,SUP-003,Pet Care,France South-East,82.73153743530827,95.23153743530828,5.535522924999562,98.25809170536029,6.919403656249451,58.825043906974265,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7528269653171353,0.2471730346828646,0.2395178566586219,0.0177838577291381,0.0054719562243502,0.3357560419516643,0.0159369696489932,0.0037624243186589,554283.15,11226651.68,Pet Care Product 31,SKU-0031 | WH-LYON
SKU-0037,WH-MAD,SUP-003,Frozen,Spain Central,87.84798777929161,91.5286074405827,4.117126475213433,98.25809170536029,5.146408094016791,58.64971286402941,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8222835912820615,0.1777164087179385,0.1705371426300836,0.0123119015047879,0.0,0.3521331509347925,0.0058459332175042,0.0026792461044144,203319.85,7994569.52,Frozen Product 37,SKU-0037 | WH-MAD
SKU-0077,WH-MAD,SUP-003,Frozen,Spain Central,90.91598251245132,90.91598251245132,0.270245973319472,98.25809170536029,3.5799415295768364,58.10869747632268,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7395369545859305,0.2604630454140694,0.2389887418903447,0.0082079343365253,0.0218878248974008,0.3583006535947712,0.0037006018045071,0.0010668282759224,128705.85,3183295.78,Frozen Product 77,SKU-0077 | WH-MAD
SKU-0047,WH-MAD,SUP-003,Pet Care,Spain Central,81.86659772641312,94.36659772641312,4.668323481912975,98.25809170536029,5.835404352391219,58.06728387200157,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7683254744553992,0.2316745255446007,0.2224976618214411,0.0041039671682626,0.0,0.277249886000912,0.0118935185020724,0.0030571343998245,413653.1,9122145.76,Pet Care Product 47,SKU-0047 | WH-MAD
SKU-0077,WH-PORTO,SUP-003,Frozen,Portugal North,91.08227025122416,91.08227025122416,0.7201367895179888,98.25809170536029,1.9037775034998985,58.05850066839507,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7480223359702187,0.2519776640297813,0.231202943229409,0.0082079343365253,0.0136798905608755,0.3731752545979632,0.0039147758283576,0.0011881321436665,136154.76,3545252.9,Frozen Product 77,SKU-0077 | WH-PORTO
SKU-0047,WH-PORTO,SUP-003,Pet Care,Portugal North,79.3318308256919,93.90390264889632,6.349601463762742,98.2580917053603,7.937001829703427,58.05487726124243,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8063059630405791,0.1936940369594208,0.1861861878453038,0.0465116279069767,0.0,0.4033255813953488,0.010170008629989,0.0045719199148972,353709.93,13642095.64,Pet Care Product 47,SKU-0047 | WH-PORTO
SKU-0031,WH-PORTO,SUP-003,Pet Care,Portugal North,77.7434310459449,90.0521873948769,10.571557149299704,98.25809170536029,9.033529883957051,57.99306725034325,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.822277430591128,0.177722569408872,0.172120428234812,0.0834473324213406,0.0054719562243502,0.4717916096671226,0.0121323787596669,0.0056401913349391,421960.59,16829697.6,Pet Care Product 31,SKU-0031 | WH-PORTO
SKU-0055,WH-MAD,SUP-002,Pet Care,Spain Central,82.50086685337685,95.00086685337683,4.209929741598116,96.02684642340184,5.262412176997644,57.811815023060866,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.6886263277240721,0.3113736722759279,0.2870400206866372,0.0164158686730506,0.0,0.2867688098495212,0.0147404486759067,0.0027394308893398,512668.5,8174154.16,Pet Care Product 55,SKU-0055 | WH-MAD
SKU-0047,WH-LYON,SUP-003,Pet Care,France South-East,81.8035372770783,94.3035372770783,3.833940642283814,98.25809170536029,4.792425802854766,57.692007186861446,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7554729190302113,0.2445270809697886,0.2349073490482793,0.0,0.0,0.2402945736434108,0.0116424442258722,0.0025036457229247,404920.81,7470597.7,Pet Care Product 47,SKU-0047 | WH-LYON
SKU-0046,WH-PORTO,SUP-002,Dairy,Portugal North,88.49436754682563,89.5992170103114,3.8919288645690826,96.02684642340184,0.0,57.24883430874753,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7983123242004375,0.2016876757995624,0.1926343369100948,0.0889192886456908,0.0,0.4665595075239397,0.002370200466275,0.000810625638763,82434.87999999999,2418815.88,Dairy Product 46,SKU-0046 | WH-PORTO
SKU-0055,WH-LYON,SUP-002,Pet Care,France South-East,81.75242142257599,94.252421422576,3.682623300910789,96.02684642340184,4.603279126138486,57.24869795200724,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.6787055153085506,0.3212944846914494,0.2966619956638993,0.027359781121751,0.0013679890560875,0.3516151390788874,0.0114428217905722,0.0024145825925629,397978.0,7204843.32,Pet Care Product 55,SKU-0055 | WH-LYON
SKU-0005,WH-MAD,SUP-003,Frozen,Spain Central,90.15184854133344,90.15184854133344,0.0,98.25809170536029,0.0,57.19114500187103,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7547715945940064,0.2452284054059936,0.238919323597902,0.0410396716826265,0.0,0.3711313269493844,0.0028575214071054,0.0005060230904506,99383.76,1509916.08,Frozen Product 5,SKU-0005 | WH-MAD
SKU-0030,WH-LYON,SUP-003,Dairy,France South-East,86.82800944840037,86.82800944840037,6.354309165526674,98.25809170536029,0.0,57.18721321884822,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7325297448953083,0.2674702551046916,0.2577669247155401,0.1135430916552667,0.0013679890560875,0.4441372549019607,0.0009280687476273,0.000340732493712,32277.96,1016707.5,Dairy Product 30,SKU-0030 | WH-LYON
SKU-0055,WH-PORTO,SUP-002,Pet Care,Portugal North,80.9047518721469,93.4047518721469,4.437186393030323,96.02684642340184,5.546482991287903,57.17191364203944,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7771970104049631,0.2228029895950369,0.2050742513800009,0.0232558139534883,0.0,0.3808472412220702,0.0085896494711652,0.0028925823831583,298745.5,8631141.02,Pet Care Product 55,SKU-0055 | WH-PORTO
SKU-0046,WH-LIS,SUP-002,Dairy,Portugal South,89.4781214442227,90.10005221035712,2.113543091655266,96.02684642340184,0.0,57.168306402633576,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7948477123306051,0.2051522876693948,0.195853794892437,0.0711354309165526,0.0,0.4240050159598723,0.0028078795296497,0.0008650672316946,97657.23,2581263.48,Dairy Product 46,SKU-0046 | WH-LIS
SKU-0005,WH-LYON,SUP-003,Frozen,France South-East,89.69401600574761,89.69401600574761,0.60875512995896,98.25809170536029,0.0,57.1266432666917,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7456179656817523,0.2543820343182477,0.2478232952898073,0.0560875512995896,0.0,0.3639021887824897,0.0024474564341475,0.0004186360419283,85121.82,1249162.94,Frozen Product 5,SKU-0005 | WH-LYON
SKU-0031,WH-MAD,SUP-003,Pet Care,Spain Central,76.62588896531209,90.7295333757993,7.179587515820306,98.25809170536029,8.974484394775383,57.05153418627381,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8327347143334447,0.1672652856665553,0.1618420063481456,0.0396716826265389,0.0,0.3794468764249886,0.0140049508380072,0.0055767758118155,487088.1,16640472.8,Pet Care Product 31,SKU-0031 | WH-MAD
SKU-0046,WH-LYON,SUP-002,Dairy,France South-East,90.197650448886,90.197650448886,0.1983584131326945,96.02684642340184,0.0,56.902820653383706,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7338759472354757,0.2661240527645243,0.2540435026662924,0.0519835841313269,0.0013679890560875,0.4075088919288646,0.0029021488663765,0.0006509926074716,100935.89,1942488.84,Dairy Product 46,SKU-0046 | WH-LYON
SKU-0046,WH-MAD,SUP-002,Dairy,Spain Central,90.07741401390284,90.07741401390284,0.0,96.02684642340184,0.0,56.7999058741396,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7609243697478991,0.2390756302521008,0.2281020483193277,0.0164158686730506,0.0,0.3771796625626994,0.0027864546803936,0.0006518471168395,96912.08,1945038.6,Dairy Product 46,SKU-0046 | WH-MAD
SKU-0031,WH-LIS,SUP-003,Pet Care,Portugal South,71.86520058307381,81.8325501261177,17.442056766094463,98.2580917053603,10.781709124512744,56.667636741835715,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8545717567970046,0.1454282432029953,0.1408464876824235,0.1381668946648427,0.0,0.549439124487004,0.0119522901284166,0.0078828832901716,415697.16,23521638.56,Pet Care Product 31,SKU-0031 | WH-LIS
SKU-0048,WH-PORTO,SUP-003,Health,Portugal North,83.12847845504446,78.87650921744505,8.108715151546027,98.25809170536029,10.135893939432536,56.39007831779784,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8569360626325232,0.1430639373674767,0.1359981242864133,0.0410396716826265,0.0,0.4075380756953944,0.0122869145599021,0.0069658549007098,427335.3,20785328.82,Health Product 48,SKU-0048 | WH-PORTO
SKU-0030,WH-LIS,SUP-003,Dairy,Portugal South,87.27474048333904,87.27474048333904,1.839945280437756,98.2580917053603,0.0,56.30926216249867,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.785237787820099,0.214762212179901,0.2068920809124166,0.0683994528043775,0.0,0.4168486092111262,0.0010795018766107,0.0004521712851288,37544.759999999995,1349228.34,Dairy Product 30,SKU-0030 | WH-LIS
SKU-0030,WH-MAD,SUP-003,Dairy,Spain Central,88.01065305328426,88.01065305328426,0.0,98.25809170536029,0.0,56.206195077368406,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.6837012024378192,0.3162987975621809,0.3047844259594795,0.0027359781121751,0.0,0.3188659370725034,0.0013847117425262,0.0003013858723056,48159.869999999995,899301.6,Dairy Product 30,SKU-0030 | WH-MAD
SKU-0012,WH-PORTO,SUP-003,Household,Portugal North,84.07919201740492,78.96043570147968,9.172981432191126,98.25809170536029,4.549332125396228,56.1100186526417,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8503241090255903,0.1496758909744097,0.1450178585374743,0.1053351573187414,0.0,0.4994931600547195,0.00612976567562,0.00238976635039,213191.46,7130794.44,Household Product 12,SKU-0012 | WH-PORTO
SKU-0013,WH-PORTO,SUP-001,Frozen,Portugal North,86.07500922057073,89.63761635468224,1.976744186046511,95.15844504508888,0.0,56.07804762283245,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8198514406987185,0.1801485593012815,0.17624928577259,0.0697674418604651,0.0,0.4234999999999999,0.0024011955511547,0.000914304262151,83512.88,2728181.25,Frozen Product 13,SKU-0013 | WH-PORTO
SKU-0030,WH-PORTO,SUP-003,Dairy,Portugal North,87.54843794872237,87.54843794872237,0.0,98.2580917053603,0.0,55.99357612926994,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.7165235403271049,0.2834764596728952,0.2731001596685798,0.0396716826265389,0.0,0.3802298221614227,0.0011842431241576,0.000345348987811,41187.63,1030482.6,Dairy Product 30,SKU-0030 | WH-PORTO
SKU-0055,WH-LIS,SUP-002,Pet Care,Portugal South,73.83527012695737,89.2773960664478,8.551205404109137,96.02684642340184,7.363083362523564,55.80890836057208,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8317637866513139,0.1682362133486861,0.1550129539005634,0.0766073871409028,0.0,0.4554341085271318,0.0077045069034284,0.0040960702253197,267960.5,12222213.6,Pet Care Product 55,SKU-0055 | WH-LIS
SKU-0037,WH-LIS,SUP-003,Frozen,Portugal South,80.28893657068,78.22402774926964,10.277670443740377,98.25809170536029,7.469181077931286,55.71225181206824,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8585653322495428,0.1414346677504572,0.1357705750863645,0.0930232558139534,0.0,0.468061559507524,0.0054583828096808,0.0041801440593498,189840.96,12473080.48,Frozen Product 37,SKU-0037 | WH-LIS
SKU-0005,WH-PORTO,SUP-003,Frozen,Portugal North,84.56764685587864,87.11818100746548,1.839945280437756,98.25809170536029,0.0,55.625116607215986,High,Supplier Risk,investigate supplier reliability and qualify backup source,0.8264397850147643,0.1735602149852357,0.1691067066046353,0.0683994528043775,0.0,0.4441142270861832,0.0020718805374557,0.0006219487263154,72059.4,1855825.16,Frozen Product 5,SKU-0005 | WH-PORTO
SKU-0049,WH-MAD,SUP-001,Beverages,Spain Central,64.04850720805254,71.50734581363662,35.0,95.15844504508888,0.0,54.72860901614688,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8504648980636356,0.1495351019363644,0.1444315448264096,0.4240766073871409,0.0,0.8498919288645691,0.0002227810541462,0.0002641314475934,7748.26,788138.58,Beverages Product 49,SKU-0049 | WH-MAD
SKU-0077,WH-LIS,SUP-003,Frozen,Portugal South,82.53511987729424,84.53952603526258,1.2489573838323582,98.25809170536029,1.818627397617832,54.68277677895229,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8375639610715361,0.1624360389284639,0.1487542389886626,0.015047879616963,0.0109439124487004,0.3524286365709074,0.0029261413047604,0.0013484673595588,101770.34,4023675.18,Frozen Product 77,SKU-0077 | WH-LIS
SKU-0008,WH-LYON,SUP-004,Health,France South-East,92.00841374959352,93.8304057402105,6.048492282370241,58.97763862848871,7.5606153529628015,54.671255040490585,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,0.8285132626788815,0.1714867373211185,0.1694914476179071,0.0,0.0,0.2615533515731874,0.0251907302171581,0.004253981395569,876126.24,12693402.8,Health Product 8,SKU-0008 | WH-LYON
SKU-0060,WH-LYON,SUP-002,Household,France South-East,78.99807390990686,91.49807390990686,0.0,96.02684642340184,1.0036065166024124,54.593914338625794,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.7067168428610334,0.2932831571389666,0.2709627392240846,0.0013679890560875,0.0136798905608755,0.228578203374373,0.0045061499718544,0.0007908754317345,156722.58000000002,2359883.48,Household Product 60,SKU-0060 | WH-LYON
SKU-0077,WH-LYON,SUP-003,Frozen,France South-East,81.69624062741863,75.68258501843795,8.116033712249669,98.2580917053603,4.760295218287463,54.59285054899464,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8364341642123411,0.1635658357876589,0.1500993463113282,0.1190150478796169,0.0218878248974008,0.5034950600395197,0.0020576972671215,0.0013373999055451,71566.11,3990651.14,Frozen Product 77,SKU-0077 | WH-LYON
SKU-0060,WH-LIS,SUP-002,Household,Portugal South,76.69140823684162,89.8001060790556,2.560881510075772,96.02684642340184,3.201101887594715,54.58902256865995,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.7978753892890579,0.2021246107109421,0.1868511052943312,0.0492476060191518,0.0041039671682626,0.3961595987232102,0.0040241904906507,0.0018459793589504,139960.17,5508195.12,Household Product 60,SKU-0060 | WH-LIS
SKU-0060,WH-PORTO,SUP-002,Household,Portugal North,78.97628740578966,91.47628740578966,0.2238593713431412,96.02684642340184,0.537254882006311,54.57232956701078,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.7018433530261924,0.2981566469738076,0.275866629478435,0.0191518467852257,0.0109439124487004,0.3054911080711354,0.0044730556744079,0.0010550479800703,155571.57,3148144.7,Household Product 60,SKU-0060 | WH-PORTO
SKU-0060,WH-MAD,SUP-002,Household,Spain Central,79.10802802923628,91.60802802923628,0.0,96.02684642340184,0.2574306678273845,54.54002861468882,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.7070177528893126,0.2929822471106875,0.2706762301918265,0.0013679890560875,0.0109439124487004,0.243797993616051,0.0046769469782163,0.0009131726009327,162662.85,2724804.5,Household Product 60,SKU-0060 | WH-MAD
SKU-0013,WH-LYON,SUP-001,Frozen,France South-East,84.17712939233958,85.81404525319465,0.0,95.15844504508888,0.0,54.306952217078546,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8310174060221075,0.1689825939778924,0.165324194997597,0.0410396716826265,0.0,0.4023994528043776,0.002199645267579,0.0008467994598083,76503.02,2526754.5,Frozen Product 13,SKU-0013 | WH-LYON
SKU-0012,WH-LIS,SUP-003,Household,Portugal South,72.17303692252598,62.31408403039795,26.83986486020451,98.25809170536029,6.45509783312158,54.09720328403754,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.879248999692213,0.120751000307787,0.1169857556171129,0.2667578659370725,0.0,0.686203146374829,0.0052283452253658,0.0034423318442803,181840.32,10271531.68,Household Product 12,SKU-0012 | WH-LIS
SKU-0098,WH-MAD,SUP-003,Snacks,Spain Central,70.26452281314768,90.26452281314768,0.0,98.25809170536029,9.584628777515231,53.78482319575771,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.7756635676092297,0.2243364323907702,0.2048646851967821,0.0,0.0451436388508891,0.3086183310533515,0.0029685611549248,0.0009940713925603,103245.69,2966197.41,Snacks Product 98,SKU-0098 | WH-MAD
SKU-0049,WH-LIS,SUP-001,Beverages,Portugal South,66.21610201751047,69.26701123055722,30.704514363885085,95.15844504508888,0.0,53.72504160947174,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8363151884278645,0.1636848115721355,0.1581073467834031,0.3570451436388508,0.0,0.7410611035111718,0.0002732340367452,0.000254276669911,9503.0,758733.03,Beverages Product 49,SKU-0049 | WH-LIS
SKU-0098,WH-LYON,SUP-003,Snacks,France South-East,67.98005520671201,89.06836525781934,0.0,98.25809170536029,11.450068399452803,53.23455785511218,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.7882793867120954,0.2117206132879046,0.1927445996592845,0.0465116279069767,0.0519835841313269,0.4225344277245782,0.0019805281314905,0.0009609903621627,68882.19,2867487.33,Snacks Product 98,SKU-0098 | WH-LYON
SKU-0023,WH-MAD,SUP-007,Pet Care,Spain Central,92.36889144011744,93.61122609207108,1.7272818728895911,56.988316867560705,2.1591023411119887,52.59795636194271,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,0.8029472320540403,0.1970527679459597,0.1917177689869757,0.0,0.0,0.2906217510259918,0.0092111751041888,0.0015120515717089,320361.98,4511792.1,Pet Care Product 23,SKU-0023 | WH-MAD
SKU-0013,WH-MAD,SUP-001,Frozen,Spain Central,82.62988615400658,78.61660329950324,0.0,95.15844504508888,0.0,52.35217661006651,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8424384612520016,0.1575615387479983,0.1541161136558298,0.0218878248974008,0.0,0.3860088919288645,0.0023016443989432,0.0009124221537917,80050.52,2722565.25,Frozen Product 13,SKU-0013 | WH-MAD
SKU-0098,WH-PORTO,SUP-003,Snacks,Portugal North,65.0815477663795,89.13049086066505,0.2391639686884581,98.25809170536029,9.510495813988294,52.33844289257862,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8105332298322088,0.1894667701677912,0.1730070460380963,0.0136798905608755,0.0437756497948016,0.388642346861225,0.002022599215069,0.0010589202705609,70345.41,3159699.18,Snacks Product 98,SKU-0098 | WH-PORTO
SKU-0008,WH-MAD,SUP-004,Health,Spain Central,86.98876749936838,85.42799361961592,7.272324624479876,58.97763862848871,9.090405780599845,52.12589969588125,Medium,Service Risk,review reorder point and raise safety stock,0.8551119367738279,0.1448880632261721,0.1431934254856891,0.0,0.0,0.2806593707250341,0.0269821101243606,0.00570195845823,938429.91,17014003.76,Health Product 8,SKU-0008 | WH-MAD
SKU-0118,WH-LYON,SUP-001,Dairy,France South-East,44.92106901920083,27.947836680551355,61.274998632010934,95.15844504508888,42.57521004850142,51.840225143247935,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.9289050337311884,0.0710949662688116,0.0643155163466528,0.6730506155950753,0.0697674418604651,1.729861073111415,8.53992219908793e-05,0.0005671269716248,2970.16,1692243.2,Dairy Product 118,SKU-0118 | WH-LYON
SKU-0010,WH-PORTO,SUP-001,Snacks,Portugal North,70.48037333332606,62.56698670699667,20.031895920701658,95.15844504508888,2.7330983550494357,51.09566667342705,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8811275446995305,0.1188724553004695,0.1182459736008932,0.228454172366621,0.0,0.6510752393980848,0.0032424573593925,0.0016877350662458,112771.72,5036011.92,Snacks Product 10,SKU-0010 | WH-PORTO
SKU-0038,WH-MAD,SUP-001,Dairy,Spain Central,77.39568434932208,77.07535316459267,0.0,95.15844504508884,0.0,50.756893147261906,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,0.8564841737974579,0.1435158262025421,0.1342511423112071,0.0383036935704514,0.0,0.4249357045143639,0.0018576492963334,0.0008843129023106,64608.5,2638690.4,Dairy Product 38,SKU-0038 | WH-MAD
SKU-0024,WH-LYON,SUP-005,Health,France South-East,81.92002565185463,80.78363696811296,7.447179745422133,62.22816255992259,8.71902940133991,50.397699554106474,Medium,Service Risk,review reorder point and raise safety stock,0.861846362930365,0.138153637069635,0.137063001553197,0.054719562243502,0.0013679890560875,0.4600820793433652,0.0117160581275093,0.0053105279239884,407481.08,15846019.0,Health Product 24,SKU-0024 | WH-LYON
