product_id,warehouse_id,supplier_id,category,abc_class,base_inventory,base_lost_sales,base_service,selected_scenario,selected_inventory,selected_lost_sales,selected_service,budget_uplift,selected_delta_inventory,selected_lost_sales_improvement,selected_service_improvement
SKU-0013,WH-LIS,SUP-001,Frozen,A,13567.546350614635,42513.26816316772,0.8849303297782918,Balanced Baseline,13567.546350614635,42513.26816316772,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0013,WH-LYON,SUP-001,Frozen,A,10002.94878578704,31229.9958587835,0.8849303297782918,Balanced Baseline,10002.94878578704,31229.9958587835,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0013,WH-MAD,SUP-001,Frozen,A,11335.662692341828,35437.145779178594,0.8849303297782916,Balanced Baseline,11335.662692341828,35437.145779178594,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0013,WH-PORTO,SUP-001,Frozen,A,9932.597411782555,31050.497755928,0.8849303297782919,Balanced Baseline,9932.597411782555,31050.497755928,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0014,WH-LIS,SUP-009,Dairy,A,18548.73941350904,67860.13965132523,0.8849303297782918,Balanced Baseline,18548.73941350904,67860.13965132523,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0014,WH-LYON,SUP-009,Dairy,A,14738.134372921695,53826.086650019926,0.8849303297782918,Balanced Baseline,14738.134372921695,53826.086650019926,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0014,WH-MAD,SUP-009,Dairy,A,16620.60621389453,60717.15558014639,0.8849303297782916,Balanced Baseline,16620.60621389453,60717.15558014639,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0014,WH-PORTO,SUP-009,Dairy,A,15574.294402739377,57275.73571566065,0.8849303297782918,Balanced Baseline,15574.294402739377,57275.73571566065,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0015,WH-LIS,SUP-012,Pet Care,A,10353.701282923455,54180.76823156326,0.8849303297782918,Balanced Baseline,10353.701282923455,54180.76823156326,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0015,WH-LYON,SUP-012,Pet Care,A,8389.336334903051,42760.66675756867,0.8849303297782918,Balanced Baseline,8389.336334903051,42760.66675756867,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0015,WH-MAD,SUP-012,Pet Care,A,9251.763108755284,47239.81881087673,0.8849303297782918,Balanced Baseline,9251.763108755284,47239.81881087673,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0015,WH-PORTO,SUP-012,Pet Care,A,9445.341540772935,48898.54626826095,0.8849303297782918,Balanced Baseline,9445.341540772935,48898.54626826095,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0016,WH-LIS,SUP-002,Health,A,155412.35439659044,495487.9599114591,0.8849303297782916,Balanced Baseline,155412.35439659044,495487.9599114591,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0016,WH-LYON,SUP-002,Health,A,117027.36503368783,367616.3031399593,0.8849303297782918,Balanced Baseline,117027.36503368783,367616.3031399593,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0016,WH-MAD,SUP-002,Health,A,144805.61559440292,460486.7431164292,0.8849303297782918,Balanced Baseline,144805.61559440292,460486.7431164292,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0016,WH-PORTO,SUP-002,Health,A,126582.29406121191,407364.3031379918,0.884930329778292,Balanced Baseline,126582.29406121191,407364.3031379918,0.884930329778292,0.0,0.0,0.0,0.0
SKU-0017,WH-LIS,SUP-008,Beverages,A,36888.894353101154,170115.44974496085,0.8849303297782919,Balanced Baseline,36888.894353101154,170115.44974496085,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0017,WH-LYON,SUP-008,Beverages,A,27642.68065422041,127594.2559168395,0.8849303297782918,Balanced Baseline,27642.68065422041,127594.2559168395,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0017,WH-MAD,SUP-008,Beverages,A,27725.01762984693,127585.90041746042,0.8849303297782917,Balanced Baseline,27725.01762984693,127585.90041746042,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0017,WH-PORTO,SUP-008,Beverages,A,27236.43963885378,125182.0787903481,0.8849303297782916,Balanced Baseline,27236.43963885378,125182.0787903481,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0018,WH-LIS,SUP-004,Snacks,A,24737.35812002421,117359.02926554982,0.8849303297782918,Balanced Baseline,24737.35812002421,117359.02926554982,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0018,WH-LYON,SUP-004,Snacks,A,17421.19551050386,83004.1124847617,0.8849303297782918,Balanced Baseline,17421.19551050386,83004.1124847617,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0018,WH-MAD,SUP-004,Snacks,A,22774.524930778643,106698.8637898337,0.8849303297782918,Balanced Baseline,22774.524930778643,106698.8637898337,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0018,WH-PORTO,SUP-004,Snacks,A,18539.568253482164,87365.18814181513,0.8849303297782918,Balanced Baseline,18539.568253482164,87365.18814181513,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0019,WH-LIS,SUP-012,Personal Care,A,13318.593959437416,58269.62355804958,0.8849303297782919,Balanced Baseline,13318.593959437416,58269.62355804958,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0019,WH-LYON,SUP-012,Personal Care,A,9485.474555566076,40990.56349836495,0.8849303297782918,Balanced Baseline,9485.474555566076,40990.56349836495,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0019,WH-MAD,SUP-012,Personal Care,A,12891.668240570294,55838.23351867816,0.8849303297782916,Balanced Baseline,12891.668240570294,55838.23351867816,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0019,WH-PORTO,SUP-012,Personal Care,A,11048.081822054832,48195.200967593926,0.8849303297782918,Balanced Baseline,11048.081822054832,48195.200967593926,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0020,WH-LIS,SUP-008,Household,A,47813.70427851689,185500.56760447583,0.8849303297782918,Balanced Baseline,47813.70427851689,185500.56760447583,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0020,WH-LYON,SUP-008,Household,A,34323.47795136744,130172.06001116382,0.8849303297782918,Balanced Baseline,34323.47795136744,130172.06001116382,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0020,WH-MAD,SUP-008,Household,A,39710.76007274486,150259.386049233,0.8849303297782916,Balanced Baseline,39710.76007274486,150259.386049233,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0020,WH-PORTO,SUP-008,Household,A,40305.75694189263,153194.64760133275,0.8849303297782919,Balanced Baseline,40305.75694189263,153194.64760133275,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0021,WH-LIS,SUP-008,Frozen,A,24639.521219729504,74337.56309813487,0.8849303297782918,Balanced Baseline,24639.521219729504,74337.56309813487,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0021,WH-LYON,SUP-008,Frozen,A,17919.262896034044,52857.85899915074,0.8849303297782917,Balanced Baseline,17919.262896034044,52857.85899915074,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0021,WH-MAD,SUP-008,Frozen,A,22624.66131501761,65979.77739300732,0.8849303297782918,Balanced Baseline,22624.66131501761,65979.77739300732,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0021,WH-PORTO,SUP-008,Frozen,A,19595.2541409576,58824.14929888984,0.8849303297782918,Balanced Baseline,19595.2541409576,58824.14929888984,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0022,WH-LIS,SUP-011,Dairy,A,17779.019371988627,102208.68123359434,0.8849303297782919,Balanced Baseline,17779.019371988627,102208.68123359434,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0022,WH-LYON,SUP-011,Dairy,A,13967.909560857785,80360.50731271373,0.8849303297782918,Balanced Baseline,13967.909560857785,80360.50731271373,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0022,WH-MAD,SUP-011,Dairy,A,17443.985864492228,100720.26434451088,0.8849303297782919,Balanced Baseline,17443.985864492228,100720.26434451088,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0022,WH-PORTO,SUP-011,Dairy,A,15598.394347356696,90463.43666269236,0.8849303297782918,Balanced Baseline,15598.394347356696,90463.43666269236,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0023,WH-LIS,SUP-007,Pet Care,A,24615.54372720226,111499.10184992268,0.8849303297782919,Balanced Baseline,24615.54372720226,111499.10184992268,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0023,WH-LYON,SUP-007,Pet Care,A,18974.95519330662,85109.5918855098,0.8849303297782918,Balanced Baseline,18974.95519330662,85109.5918855098,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0023,WH-MAD,SUP-007,Pet Care,A,23156.015474838412,106171.14478999756,0.8849303297782918,Balanced Baseline,23156.015474838412,106171.14478999756,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0023,WH-PORTO,SUP-007,Pet Care,A,20763.978560652875,94521.8505521186,0.8849303297782918,Balanced Baseline,20763.978560652875,94521.8505521186,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0024,WH-LIS,SUP-005,Health,A,62746.01534717922,243408.17932458315,0.8849303297782918,Balanced Baseline,62746.01534717922,243408.17932458315,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0024,WH-LYON,SUP-005,Health,A,53215.89784641095,205085.9853808014,0.8849303297782917,Balanced Baseline,53215.89784641095,205085.9853808014,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0024,WH-MAD,SUP-005,Health,A,64889.10099155138,247431.0956205268,0.8849303297782918,Balanced Baseline,64889.10099155138,247431.0956205268,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0024,WH-PORTO,SUP-005,Health,A,60876.44732324443,237004.2782146886,0.8849303297782919,Balanced Baseline,60876.44732324443,237004.2782146886,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0025,WH-LIS,SUP-011,Beverages,B,10505.63033246612,57919.68796643464,0.8849303297782917,Balanced Baseline,10505.63033246612,57919.68796643464,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0025,WH-LYON,SUP-011,Beverages,B,7529.581118991579,39858.60797273272,0.8849303297782918,Balanced Baseline,7529.581118991579,39858.60797273272,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0025,WH-MAD,SUP-011,Beverages,B,7947.447694382836,42035.63926501592,0.8849303297782918,Balanced Baseline,7947.447694382836,42035.63926501592,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0025,WH-PORTO,SUP-011,Beverages,B,8216.587397471116,45272.55654516142,0.8849303297782917,Balanced Baseline,8216.587397471116,45272.55654516142,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0026,WH-LIS,SUP-011,Snacks,B,1688.58737868784,8263.529563784405,0.8849303297782919,Balanced Baseline,1688.58737868784,8263.529563784405,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0026,WH-LYON,SUP-011,Snacks,B,1268.903682523368,6002.362294914601,0.8849303297782919,Balanced Baseline,1268.903682523368,6002.362294914601,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0026,WH-MAD,SUP-011,Snacks,B,1503.813842634172,7145.366948669439,0.8849303297782918,Balanced Baseline,1503.813842634172,7145.366948669439,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0026,WH-PORTO,SUP-011,Snacks,B,1252.3714800312416,6121.924500557282,0.8849303297782918,Balanced Baseline,1252.3714800312416,6121.924500557282,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0027,WH-LIS,SUP-008,Personal Care,B,14437.119664257592,71366.23000353886,0.8849303297782918,Balanced Baseline,14437.119664257592,71366.23000353886,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0027,WH-LYON,SUP-008,Personal Care,B,13178.632012621396,64733.83204484818,0.8849303297782918,Balanced Baseline,13178.632012621396,64733.83204484818,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0027,WH-MAD,SUP-008,Personal Care,B,15666.951042806795,77315.69541456894,0.8849303297782918,Balanced Baseline,15666.951042806795,77315.69541456894,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0027,WH-PORTO,SUP-008,Personal Care,B,12633.7673260264,62025.53961321148,0.8849303297782918,Balanced Baseline,12633.7673260264,62025.53961321148,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0028,WH-LIS,SUP-008,Household,B,9385.51868853706,38798.67116270462,0.8849303297782916,Balanced Baseline,9385.51868853706,38798.67116270462,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0028,WH-LYON,SUP-008,Household,B,6985.850331467499,28445.1942649203,0.8849303297782918,Balanced Baseline,6985.850331467499,28445.1942649203,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0028,WH-MAD,SUP-008,Household,B,7359.415168094994,29720.77020993952,0.8849303297782916,Balanced Baseline,7359.415168094994,29720.77020993952,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0028,WH-PORTO,SUP-008,Household,B,7471.328120744126,30773.100133869742,0.8849303297782916,Balanced Baseline,7471.328120744126,30773.100133869742,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0029,WH-LIS,SUP-002,Frozen,B,25842.58670065976,80615.84231462529,0.8849303297782918,Balanced Baseline,25842.58670065976,80615.84231462529,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0029,WH-LYON,SUP-002,Frozen,B,17551.339756969584,53759.207396351456,0.8849303297782918,Balanced Baseline,17551.339756969584,53759.207396351456,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0029,WH-MAD,SUP-002,Frozen,B,23240.54398930429,70239.78229395526,0.8849303297782917,Balanced Baseline,23240.54398930429,70239.78229395526,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0029,WH-PORTO,SUP-002,Frozen,B,20748.80137435994,64321.529857863265,0.8849303297782918,Balanced Baseline,20748.80137435994,64321.529857863265,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0030,WH-LIS,SUP-003,Dairy,B,4980.976857021745,11655.981938758076,0.8849303297782917,Balanced Baseline,4980.976857021745,11655.981938758076,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0030,WH-LYON,SUP-003,Dairy,B,3426.8286719648854,7766.015484569164,0.8849303297782918,Balanced Baseline,3426.8286719648854,7766.015484569164,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0030,WH-MAD,SUP-003,Dairy,B,4649.299695616509,10748.499793802008,0.8849303297782916,Balanced Baseline,4649.299695616509,10748.499793802008,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0030,WH-PORTO,SUP-003,Dairy,B,4695.267381572483,10969.54408492376,0.8849303297782917,Balanced Baseline,4695.267381572483,10969.54408492376,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0031,WH-LIS,SUP-003,Pet Care,B,69313.49698112115,204634.47453531445,0.8849303297782918,Balanced Baseline,69313.49698112115,204634.47453531445,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0031,WH-LYON,SUP-003,Pet Care,B,57356.05848035967,165026.15246414996,0.8849303297782917,Balanced Baseline,57356.05848035967,165026.15246414996,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0031,WH-MAD,SUP-003,Pet Care,B,67268.0248904077,194752.58806668187,0.8849303297782919,Balanced Baseline,67268.0248904077,194752.58806668187,0.8849303297782919,0.0,0.0,0.0,0.0
SKU-0031,WH-PORTO,SUP-003,Pet Care,B,54499.67575503304,158442.1353082925,0.8849303297782918,Balanced Baseline,54499.67575503304,158442.1353082925,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0032,WH-LIS,SUP-009,Health,B,7683.523946550117,38982.467105240255,0.8849303297782918,Balanced Baseline,7683.523946550117,38982.467105240255,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0032,WH-LYON,SUP-009,Health,B,5512.835398906706,27874.027012207633,0.8849303297782918,Balanced Baseline,5512.835398906706,27874.027012207633,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0032,WH-MAD,SUP-009,Health,B,8254.780180676173,41803.59851915593,0.8849303297782918,Balanced Baseline,8254.780180676173,41803.59851915593,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0032,WH-PORTO,SUP-009,Health,B,6451.733417808295,32951.81906288434,0.8849303297782916,Balanced Baseline,6451.733417808295,32951.81906288434,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0033,WH-LIS,SUP-005,Beverages,B,15797.284918911642,82815.04680057698,0.8849303297782918,Balanced Baseline,15797.284918911642,82815.04680057698,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0033,WH-LYON,SUP-005,Beverages,B,14323.996525416467,73922.31050602322,0.8849303297782916,Balanced Baseline,14323.996525416467,73922.31050602322,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0033,WH-MAD,SUP-005,Beverages,B,16759.201931044525,86124.88470862435,0.8849303297782916,Balanced Baseline,16759.201931044525,86124.88470862435,0.8849303297782916,0.0,0.0,0.0,0.0
SKU-0033,WH-PORTO,SUP-005,Beverages,B,14050.28972039937,73322.5552040353,0.8849303297782917,Balanced Baseline,14050.28972039937,73322.5552040353,0.8849303297782917,0.0,0.0,0.0,0.0
SKU-0034,WH-LIS,SUP-012,Snacks,B,6322.364825639736,34200.47027635136,0.8849303297782918,Balanced Baseline,6322.364825639736,34200.47027635136,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0034,WH-LYON,SUP-012,Snacks,B,4388.618655767369,23330.914658326587,0.8849303297782918,Balanced Baseline,4388.618655767369,23330.914658326587,0.8849303297782918,0.0,0.0,0.0,0.0
SKU-0034,WH-MAD,SUP-012,Snacks,B,5767.86207972397,30549.461737769132,0.8849303297782918,Balanced Baseline,5767.86207972397,30549.461737769132,0.8849303297782918,0.0,0.0,0.0,0.0
