month,region,warehouse_id,product_id,category,supplier_id,abc_class,units_demanded,units_fulfilled,units_lost_sales,lost_sales_revenue,inventory_value,avg_days_of_supply,excess_inventory_proxy,slow_moving_proxy,trapped_wc_proxy,lost_sales_margin_proxy,observation_days,stockout_month_flag
2024-01-01,France South-East,WH-LYON,SKU-0020,Household,SUP-008,A,1710,1710,0,0.0,689722.9,14.6,7200.59,0.0,7200.59,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0021,Frozen,SUP-008,A,2122,2122,0,0.0,195883.32,8.44,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0022,Dairy,SUP-011,A,1956,1956,0,0.0,258037.5,11.8,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0023,Pet Care,SUP-007,A,1151,1151,0,0.0,266675.2,9.81,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0024,Health,SUP-005,A,2200,2200,0,0.0,1049392.3,14.43,79315.88,0.0,79315.88,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0025,Beverages,SUP-011,B,870,870,0,0.0,139461.48,12.21,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0026,Snacks,SUP-011,B,591,591,0,0.0,21894.64,11.16,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0027,Personal Care,SUP-008,B,681,681,0,0.0,427873.58,25.59,28110.23,0.0,28110.23,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0028,Household,SUP-008,B,458,423,35,1195.25,105663.15,11.98,0.0,0.0,0.0,549.5,31,1
2024-01-01,France South-East,WH-LYON,SKU-0029,Frozen,SUP-002,B,1216,1216,0,0.0,594833.24,31.46,78048.3,0.0,78048.3,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0030,Dairy,SUP-003,B,697,615,82,514.14,36586.14,11.29,0.0,0.0,0.0,154.98,31,1
2024-01-01,France South-East,WH-LYON,SKU-0031,Pet Care,SUP-003,B,1515,1515,0,0.0,933328.96,19.81,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0032,Health,SUP-009,B,497,497,0,0.0,96503.12,11.04,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0033,Beverages,SUP-005,B,1145,1145,0,0.0,336021.39,16.46,583.47,0.0,583.47,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0034,Snacks,SUP-012,B,789,789,0,0.0,107457.93,15.13,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0035,Personal Care,SUP-012,B,411,404,7,177.03,67707.64,7.53,0.0,0.0,0.0,39.97,31,1
2024-01-01,France South-East,WH-LYON,SKU-0036,Household,SUP-001,B,1132,1132,0,0.0,1330936.95,40.9,365952.28,0.0,365952.28,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0037,Frozen,SUP-003,B,1437,1437,0,0.0,592556.32,23.96,15967.32,0.0,15967.32,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0038,Dairy,SUP-001,B,759,759,0,0.0,141062.35,19.05,1159.76,0.0,1159.76,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0039,Pet Care,SUP-008,B,1405,1405,0,0.0,251472.06,17.44,478.71,0.0,478.71,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0040,Health,SUP-007,B,1330,1330,0,0.0,1080999.4,21.95,35738.39,0.0,35738.39,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0041,Beverages,SUP-006,B,979,979,0,0.0,198989.48,23.24,9830.62,0.0,9830.62,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0042,Snacks,SUP-008,B,1066,1066,0,0.0,96563.76,11.79,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0043,Personal Care,SUP-005,B,921,921,0,0.0,228871.06,13.27,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0044,Household,SUP-011,B,926,926,0,0.0,354096.96,16.27,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0045,Frozen,SUP-010,B,1410,1410,0,0.0,32936.95,6.91,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0046,Dairy,SUP-002,B,669,667,2,42.58,100845.0,14.96,34.61,0.0,34.61,22.66,31,1
2024-01-01,France South-East,WH-LYON,SKU-0047,Pet Care,SUP-003,B,1839,1839,0,0.0,567037.79,12.94,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0048,Health,SUP-003,B,1284,1284,0,0.0,1233394.98,23.33,47623.82,0.0,47623.82,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0049,Beverages,SUP-001,B,328,254,74,327.08,18178.77,18.57,7694.64,0.0,7694.64,111.74,31,1
2024-01-01,France South-East,WH-LYON,SKU-0050,Snacks,SUP-009,B,640,640,0,0.0,130274.56,21.22,2509.69,0.0,2509.69,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0051,Personal Care,SUP-007,B,701,701,0,0.0,271287.17,15.35,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0052,Household,SUP-012,B,1092,1036,56,1918.56,290541.92,11.69,0.0,0.0,0.0,599.2,31,1
2024-01-01,France South-East,WH-LYON,SKU-0053,Frozen,SUP-008,B,1457,1457,0,0.0,81067.24,16.99,30.66,2215.08,1138.2,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0054,Dairy,SUP-009,B,1544,1544,0,0.0,197521.1,11.45,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0055,Pet Care,SUP-002,B,724,724,0,0.0,486519.32,16.81,3959.33,0.0,3959.33,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0056,Health,SUP-007,B,739,739,0,0.0,1075020.32,18.57,3354.13,46874.29,26791.28,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0057,Beverages,SUP-005,B,1081,1081,0,0.0,57778.38,14.43,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0058,Snacks,SUP-001,B,776,776,0,0.0,54849.96,16.5,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0059,Personal Care,SUP-009,B,919,919,0,0.0,118531.76,13.19,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0060,Household,SUP-002,B,1373,1354,19,251.37,158504.62,10.88,0.0,0.0,0.0,64.79,31,1
2024-01-01,France South-East,WH-LYON,SKU-0061,Frozen,SUP-002,C,228,228,0,0.0,113613.57,34.18,191.76,17677.17,9030.35,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0062,Dairy,SUP-001,C,499,499,0,0.0,79299.74,42.46,4574.83,0.0,4574.83,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0063,Pet Care,SUP-007,C,240,240,0,0.0,99575.88,25.6,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0064,Health,SUP-005,C,312,312,0,0.0,494521.13,56.03,97712.12,30825.74,110522.31,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0065,Beverages,SUP-007,C,250,250,0,0.0,242009.6,49.07,28311.54,7275.52,31890.45,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0066,Snacks,SUP-012,C,178,178,0,0.0,16243.68,12.05,0.0,199.52,99.76,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0067,Personal Care,SUP-006,C,507,507,0,0.0,207737.94,23.48,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0068,Household,SUP-006,C,258,258,0,0.0,78530.04,14.64,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0069,Frozen,SUP-006,C,96,96,0,0.0,53688.84,33.13,195.42,2012.52,1201.68,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0070,Dairy,SUP-012,C,521,521,0,0.0,19274.2,18.79,0.0,1027.4,513.7,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0071,Pet Care,SUP-003,C,168,168,0,0.0,36781.29,38.29,1146.3,0.0,1146.3,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0072,Health,SUP-008,C,233,233,0,0.0,402068.34,80.27,176656.55,14435.82,180295.43,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0073,Beverages,SUP-001,C,496,496,0,0.0,142568.65,18.11,549.44,6426.35,3762.62,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0074,Snacks,SUP-001,C,532,532,0,0.0,124907.14,41.59,7177.45,10691.2,11535.63,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0075,Personal Care,SUP-002,C,133,133,0,0.0,40793.22,44.03,3310.92,0.0,3310.92,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0076,Household,SUP-008,C,298,298,0,0.0,66778.53,27.59,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0077,Frozen,SUP-003,C,495,495,0,0.0,155656.34,20.82,8090.45,966.28,8573.59,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0078,Dairy,SUP-006,C,139,139,0,0.0,37057.6,32.19,28.6,1479.36,768.28,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0079,Pet Care,SUP-010,C,315,315,0,0.0,161227.15,17.58,0.0,10276.28,5138.14,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0080,Health,SUP-003,C,48,48,0,0.0,251901.12,82.14,173691.92,7596.24,177490.04,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0081,Beverages,SUP-010,C,193,193,0,0.0,88728.75,26.95,0.0,3492.5,1746.25,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0082,Snacks,SUP-010,C,347,347,0,0.0,22560.84,36.52,397.36,0.0,397.36,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0083,Personal Care,SUP-008,C,313,313,0,0.0,97546.8,20.91,0.0,3515.2,1757.6,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0084,Household,SUP-009,C,317,317,0,0.0,83533.56,16.44,0.0,4980.36,2490.18,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0085,Frozen,SUP-003,C,421,421,0,0.0,144399.24,26.21,0.0,5524.82,2762.41,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0086,Dairy,SUP-004,C,473,473,0,0.0,45289.04,19.66,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0087,Pet Care,SUP-003,C,257,257,0,0.0,114512.56,29.21,82.29,2865.6,1515.09,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0088,Health,SUP-011,C,365,365,0,0.0,420620.64,21.84,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0089,Beverages,SUP-002,C,177,177,0,0.0,20360.94,27.51,0.0,994.62,497.31,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0090,Snacks,SUP-004,C,569,569,0,0.0,127895.04,24.49,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0091,Personal Care,SUP-011,C,409,409,0,0.0,176115.5,19.58,0.0,1217.7,608.85,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0092,Household,SUP-012,C,331,331,0,0.0,164759.06,27.63,0.0,8068.44,4034.22,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0093,Frozen,SUP-005,C,366,366,0,0.0,88895.04,16.02,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0094,Dairy,SUP-007,C,238,238,0,0.0,26043.95,35.17,466.56,2122.8,1527.96,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0095,Pet Care,SUP-003,C,130,130,0,0.0,131079.86,25.48,0.0,4461.96,2230.98,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0096,Health,SUP-002,C,180,180,0,0.0,50366.72,16.1,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0097,Beverages,SUP-007,C,292,292,0,0.0,166265.81,24.88,0.0,9878.54,4939.27,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0098,Snacks,SUP-003,C,484,484,0,0.0,216476.16,33.88,1590.3,17090.85,10135.73,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0099,Personal Care,SUP-008,C,206,206,0,0.0,107974.3,21.46,0.0,1711.53,855.76,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0100,Household,SUP-002,C,125,125,0,0.0,108858.21,27.61,0.0,10369.8,5184.9,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0101,Frozen,SUP-004,C,371,371,0,0.0,177010.23,33.57,2363.98,0.0,2363.98,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0102,Dairy,SUP-009,C,478,478,0,0.0,74083.49,14.17,0.0,4113.08,2056.54,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0103,Pet Care,SUP-001,C,441,441,0,0.0,435786.0,47.06,43954.68,0.0,43954.68,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0104,Health,SUP-008,C,205,205,0,0.0,151387.83,24.94,11793.34,0.0,11793.34,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0105,Beverages,SUP-010,C,267,267,0,0.0,70644.64,21.38,0.0,8468.35,4234.18,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0106,Snacks,SUP-010,C,435,435,0,0.0,71429.58,16.9,0.0,168.64,84.32,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0107,Personal Care,SUP-002,C,794,794,0,0.0,428159.04,40.21,18770.89,14091.74,25816.76,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0108,Household,SUP-003,C,117,117,0,0.0,160910.44,45.12,12321.62,0.0,12321.62,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0109,Frozen,SUP-008,C,441,441,0,0.0,248817.87,38.12,3469.59,0.0,3469.59,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0110,Dairy,SUP-007,C,425,425,0,0.0,79094.4,30.81,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0111,Pet Care,SUP-005,C,316,316,0,0.0,291330.36,22.76,0.0,36750.24,18375.12,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0112,Health,SUP-001,C,254,254,0,0.0,133064.89,37.18,793.42,4981.34,3284.09,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0113,Beverages,SUP-003,C,339,339,0,0.0,248439.2,47.2,28017.33,16921.8,36478.23,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0114,Snacks,SUP-007,C,262,262,0,0.0,141337.84,54.03,24858.07,4108.44,26756.61,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0115,Personal Care,SUP-002,C,413,413,0,0.0,94450.2,30.12,204.12,1645.8,1027.02,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0116,Household,SUP-011,C,301,301,0,0.0,155038.72,13.66,0.0,0.0,0.0,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0117,Frozen,SUP-011,C,46,46,0,0.0,19300.7,22.13,0.0,4851.46,2425.73,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0118,Dairy,SUP-001,C,153,153,0,0.0,50515.2,54.73,26779.75,2348.8,27954.15,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0119,Pet Care,SUP-001,C,547,547,0,0.0,431701.62,55.22,82184.8,16733.78,87857.69,0.0,31,0
2024-01-01,France South-East,WH-LYON,SKU-0120,Health,SUP-004,C,153,153,0,0.0,240834.88,29.36,0.0,4919.52,2459.76,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0001,Beverages,SUP-007,A,2425,2161,264,2494.8,74990.87,6.27,0.0,0.0,0.0,1277.76,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0002,Snacks,SUP-012,A,1873,1873,0,0.0,232480.32,9.34,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0003,Personal Care,SUP-002,A,1931,1818,113,5134.72,656845.28,12.07,35177.87,0.0,35177.87,2240.79,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0004,Household,SUP-006,A,2508,2508,0,0.0,2144080.4,31.44,786556.92,0.0,786556.92,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0005,Frozen,SUP-003,A,1542,1542,0,0.0,119382.28,13.5,6243.41,0.0,6243.41,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0006,Dairy,SUP-007,A,2645,2555,90,995.4,274482.24,11.29,7781.94,0.0,7781.94,255.6,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0007,Pet Care,SUP-005,A,2111,1943,168,7084.56,516500.82,9.1,964.65,0.0,964.65,3047.52,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0008,Health,SUP-004,A,2318,2271,47,4792.59,850903.04,7.01,0.0,0.0,0.0,2495.23,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0009,Beverages,SUP-005,A,2090,2090,0,0.0,762070.56,21.98,119315.22,0.0,119315.22,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0010,Snacks,SUP-001,A,2608,2608,0,0.0,377214.08,23.07,90205.19,0.0,90205.19,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0011,Personal Care,SUP-010,A,1747,1747,0,0.0,874591.83,23.33,207552.7,0.0,207552.7,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0012,Household,SUP-003,A,2934,2934,0,0.0,718462.68,23.88,174447.69,0.0,174447.69,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0013,Frozen,SUP-001,A,1819,1776,43,406.78,175783.5,12.89,12819.65,0.0,12819.65,116.53,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0014,Dairy,SUP-009,A,2939,2939,0,0.0,324673.02,13.27,2001.98,0.0,2001.98,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0015,Pet Care,SUP-012,A,2515,2490,25,256.25,182328.54,12.03,2062.68,6988.41,5556.89,120.5,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0016,Health,SUP-002,A,2255,2115,140,14481.6,968628.06,7.34,0.0,0.0,0.0,6379.8,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0017,Beverages,SUP-008,A,2363,2363,0,0.0,665467.57,16.58,24521.02,0.0,24521.02,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0018,Snacks,SUP-004,A,2380,2380,0,0.0,344258.34,13.46,5416.82,0.0,5416.82,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0019,Personal Care,SUP-012,A,2244,2244,0,0.0,204823.08,10.81,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0020,Household,SUP-008,A,2039,2039,0,0.0,1099907.1,19.15,171012.27,0.0,171012.27,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0021,Frozen,SUP-008,A,2490,2490,0,0.0,377324.64,14.31,24416.55,0.0,24416.55,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0022,Dairy,SUP-011,A,2260,2260,0,0.0,420950.09,17.3,32230.83,0.0,32230.83,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0023,Pet Care,SUP-007,A,1386,1231,155,5829.55,280993.84,9.22,0.0,0.0,0.0,2893.85,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0024,Health,SUP-005,A,2736,2736,0,0.0,1231729.2,15.13,42052.93,0.0,42052.93,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0025,Beverages,SUP-011,B,877,877,0,0.0,200610.36,16.91,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0026,Snacks,SUP-011,B,576,576,0,0.0,28949.13,15.55,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0027,Personal Care,SUP-008,B,744,744,0,0.0,574933.87,32.13,85259.2,0.0,85259.2,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0028,Household,SUP-008,B,471,471,0,0.0,176677.2,17.72,108.96,0.0,108.96,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0029,Frozen,SUP-002,B,1708,1708,0,0.0,765078.08,32.33,123520.02,0.0,123520.02,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0030,Dairy,SUP-003,B,803,803,0,0.0,78152.34,20.43,1891.51,0.0,1891.51,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0031,Pet Care,SUP-003,B,1481,1481,0,0.0,1800353.28,35.85,371593.12,0.0,371593.12,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0032,Health,SUP-009,B,522,522,0,0.0,146559.64,14.64,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0033,Beverages,SUP-005,B,1115,1115,0,0.0,583563.33,27.89,51973.97,0.0,51973.97,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0034,Snacks,SUP-012,B,958,958,0,0.0,218294.88,24.56,12532.54,0.0,12532.54,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0035,Personal Care,SUP-012,B,518,518,0,0.0,88462.44,8.29,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0036,Household,SUP-001,B,1318,1318,0,0.0,1386838.32,35.42,275225.18,0.0,275225.18,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0037,Frozen,SUP-003,B,1722,1722,0,0.0,764434.4,27.25,64471.81,0.0,64471.81,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0038,Dairy,SUP-001,B,759,759,0,0.0,251092.25,34.05,48500.21,0.0,48500.21,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0039,Pet Care,SUP-008,B,1606,1606,0,0.0,317026.36,19.2,886.17,0.0,886.17,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0040,Health,SUP-007,B,1619,1619,0,0.0,1243473.2,21.4,29475.83,0.0,29475.83,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0041,Beverages,SUP-006,B,966,966,0,0.0,191437.96,20.8,4127.31,0.0,4127.31,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0042,Snacks,SUP-008,B,1091,1091,0,0.0,150154.08,16.13,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0043,Personal Care,SUP-005,B,976,976,0,0.0,408084.6,21.27,0.0,0.0,0.0,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0044,Household,SUP-011,B,936,936,0,0.0,425503.68,19.42,682.57,0.0,682.57,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0045,Frozen,SUP-010,B,1220,1107,113,758.23,38448.3,8.4,0.0,0.0,0.0,413.58,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0046,Dairy,SUP-002,B,671,671,0,0.0,204339.36,27.97,25334.21,0.0,25334.21,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0047,Pet Care,SUP-003,B,1958,1958,0,0.0,1481032.75,31.11,130640.75,0.0,130640.75,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0048,Health,SUP-003,B,1719,1719,0,0.0,1792828.47,24.97,99093.22,0.0,99093.22,0.0,31,0
2024-01-01,Portugal North,WH-PORTO,SKU-0049,Beverages,SUP-001,B,423,419,4,17.68,24237.39,19.91,5183.39,0.0,5183.39,6.04,31,1
2024-01-01,Portugal North,WH-PORTO,SKU-0050,Snacks,SUP-009,B,782,782,0,0.0,120997.76,17.21,126.39,0.0,126.39,0.0,31,0
