forecast_date,days_ahead,forecast_q10,forecast_q50,forecast_q90,forecast_mean,forecast_sigma,product_id,warehouse_id,supplier_id,category,abc_class
2026-01-04,4,80.49115630503647,109.7392756699551,138.98739503487374,109.7392756699551,22.82242880526585,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-05,5,86.94299342070244,117.49165778164738,148.04032214259232,117.49165778164738,23.837249457818864,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-06,6,79.57983170667143,111.37588967131236,143.1719476359533,111.37588967131236,24.810595858567016,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-07,7,86.95025004935367,119.94657878368328,152.94290751801287,119.94657878368328,25.74717211656457,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-08,8,78.89940464414961,113.05384971059864,147.20829477704768,113.05384971059864,26.65085509215149,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-09,9,79.16782830003157,114.44238748438175,149.71694666873194,114.44238748438175,27.52488478242396,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-10,10,70.45041462977147,106.81059798331582,143.17078133686016,106.81059798331582,28.372001822722545,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-11,11,72.32495566602478,109.7392756699551,147.15359567388543,109.7392756699551,29.194549021545587,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-12,12,79.05209809101564,117.49165778164738,155.93121747227912,117.49165778164738,29.994547799796642,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-13,13,71.9377335650391,111.37588967131236,150.81404577758565,111.37588967131236,30.773756723174746,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-14,14,79.53449439156218,119.94657878368328,160.3586631758044,119.94657878368328,31.533717002598976,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-15,15,71.69076263082354,113.05384971059864,154.41693679037374,113.05384971059864,32.27578834270136,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-16,16,72.14967675756506,114.44238748438175,156.73509821119845,114.44238748438175,33.00117752877485,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-17,17,63.60826253168386,106.81059798331582,150.01293343494777,106.81059798331582,33.71096147291814,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-18,18,65.64607668951737,109.7392756699551,153.83247465039284,109.7392756699551,34.406105978029956,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-19,19,72.52524137805109,117.49165778164738,162.45807418524367,117.49165778164738,35.08748115374322,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-20,20,65.55289312989495,111.37588967131236,157.19888621272978,111.37588967131236,35.7558741867283,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-21,21,73.28272317907329,119.94657878368328,166.61043438829327,119.94657878368328,36.412,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-22,22,65.56402103391221,113.05384971059864,160.54367838728507,113.05384971059864,37.05651021268539,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-23,23,66.14070805608269,114.44238748438175,162.7440669126808,114.44238748438175,37.690000720160704,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-24,24,57.71048959802498,106.81059798331582,155.91070636860667,106.81059798331582,38.31301814564563,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-25,25,59.85351566471466,109.7392756699551,159.62503567519556,109.7392756699551,38.92606536206079,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-26,26,66.83242901576914,117.49165778164738,168.1508865475256,117.49165778164738,39.529606242843926,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-27,27,59.95482524235752,111.37588967131236,162.79695410026721,111.37588967131236,40.1240697693684,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-28,28,67.77480217161204,119.94657878368328,172.11835539575452,119.94657878368328,40.70985359836117,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-29,29,60.142010934073376,113.05384971059864,165.9656884871239,113.05384971059864,41.287327173635944,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-30,30,60.80069576454371,114.44238748438175,168.0840792042198,114.44238748438175,41.85683445132604,SKU-0001,WH-LIS,SUP-007,Beverages,A
2026-01-01,1,77.47565431023082,99.79902499916271,122.1223956880946,99.79902499916271,17.419018702884173,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-02,2,73.32578660497501,97.00329679460212,120.68080698422924,97.00329679460212,18.475659369637047,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-03,3,63.30428595106025,88.26257312474925,113.22086029843825,88.26257312474925,19.47505496049461,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-04,4,67.0959283411039,93.27240076404053,119.44887318697715,93.27240076404053,20.42560996116675,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-05,5,66.78730342681834,94.12773719026099,121.46817095370363,94.12773719026099,21.33385382103156,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-06,6,71.16950281367099,99.62632850167822,128.08315418968544,99.62632850167822,22.204979068411017,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-07,7,69.60652119574105,99.13756482955225,128.66860846336346,99.13756482955225,23.043195785307212,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-08,8,69.23149078446863,99.79902499916271,130.3665592138568,99.79902499916271,23.8519736829351,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-09,9,65.43328320843263,97.00329679460212,128.5733103807716,97.00329679460212,24.634212492849393,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-10,10,55.7209479702589,88.26257312474925,120.80419827923961,88.26257312474925,25.39236502798205,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-11,11,59.7873447306427,93.27240076404053,126.75745679743835,93.27240076404053,26.128528054326257,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-12,12,59.72511247318126,94.12773719026099,128.5303619073407,94.12773719026099,26.84451070250942,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-13,13,64.32998028704478,99.62632850167822,134.92267671631166,99.62632850167822,27.541886853092898,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-14,14,62.96957059220075,99.13756482955225,135.30555906690375,99.13756482955225,28.222035858527285,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-15,15,62.779902683560415,99.79902499916271,136.818147314765,99.79902499916271,28.886174626825003,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-16,16,59.1521802076115,97.00329679460212,134.85441338159274,97.00329679460212,29.535383206297784,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-17,17,49.59736089532538,88.26257312474925,126.92778535417312,88.26257312474925,30.170625411387906,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-18,18,53.80988378132866,93.27240076404053,132.7349177467524,93.27240076404053,30.792765616061743,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-19,19,53.88370836019409,94.12773719026099,134.37176602032787,94.12773719026099,31.402582550757554,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-20,20,58.615677856514246,99.62632850167822,140.63697914684218,99.62632850167822,32.00078073154734,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-21,21,57.37436241158481,99.13756482955225,140.9007672475197,99.13756482955225,32.588,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-22,22,57.29659346791319,99.79902499916271,142.30145653041222,99.79902499916271,33.16482354199142,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-23,23,53.77427533987814,97.00329679460212,140.2323182493261,97.00329679460212,33.73178467177296,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-24,24,44.31897397996572,88.26257312474925,132.20617226953277,88.26257312474925,34.289372606017245,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-25,25,48.62565938617675,93.27240076404053,137.9191421419043,93.27240076404053,34.83803740576835,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-26,26,48.788756990809155,94.12773719026099,139.4667173897128,94.12773719026099,35.37819422832577,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-27,27,53.60552086653649,99.62632850167822,145.64713613681994,99.62632850167822,35.91022700330049,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-28,28,52.444885047222854,99.13756482955225,145.83024461188165,99.13756482955225,36.434491625381575,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-29,29,52.44400461990847,99.79902499916271,147.15404537841695,99.79902499916271,36.95131873927409,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-30,30,48.99507286386274,97.00329679460212,145.0115207253415,97.00329679460212,37.46101617872715,SKU-0001,WH-PORTO,SUP-007,Beverages,A
2026-01-01,1,73.80501280500066,96.24346653909458,118.68192027318851,96.24346653909458,17.50881848016675,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-02,2,81.28835758352045,105.08793177559808,128.8875059676757,105.08793177559808,18.57090641683537,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-03,3,69.04677753307678,94.13373146278578,119.22068539249477,94.13373146278578,19.5754541636787,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-04,4,65.35062099436146,91.66204024947722,117.97345950459297,91.66204024947722,20.530909533815453,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-05,5,73.35524175591834,100.83662288870732,128.3180040214963,100.83662288870732,21.4438356377105,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-06,6,73.57367281264318,102.17720117389163,130.7807295351401,102.17720117389163,22.31945177258105,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-07,7,74.0439606235154,103.72724481613598,133.41052900875655,103.72724481613598,23.16198972454655,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-08,8,65.51834837484641,96.24346653909458,126.96858470334276,96.24346653909458,23.974937092126616,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-09,9,73.35516618616124,105.08793177559808,136.82069736503493,105.08793177559808,24.76120855578049,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-10,10,61.42434538323238,94.13373146278578,126.84311754233917,94.13373146278578,25.523269573357677,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-11,11,58.00435964833633,91.66204024947722,125.3197208506181,91.66204024947722,26.263227720250118,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-12,12,66.2566432878523,100.83662288870732,135.41660248956237,100.83662288870732,26.98290145364547,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-13,13,66.69889068786814,102.17720117389163,137.65551165991513,102.17720117389163,27.68387276788729,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-14,14,67.3727947351649,103.72724481613598,140.08169489710707,103.72724481613598,28.36752812636307,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-15,15,59.03350058322528,96.24346653909458,133.4534324949639,96.24346653909458,29.035090710576892,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-16,16,67.0416823916695,105.08793177559808,143.13418115952666,105.08793177559808,29.68764613678318,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-17,17,55.2691895520515,94.13373146278578,132.99827337352005,94.13373146278578,30.326163188149696,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-18,18,51.99608326268116,91.66204024947722,131.32799723627326,91.66204024947722,30.951510694725616,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-19,19,60.38512514850629,100.83662288870732,141.28812062890836,100.83662288870732,31.56447140151634,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-20,20,60.95512947470815,102.17720117389163,143.39927287307512,102.17720117389163,32.16575345656575,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-21,21,61.74874173515705,103.72724481613598,145.70574789711492,103.72724481613598,32.756,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-22,22,53.521923417773564,96.24346653909458,138.9650096604156,96.24346653909458,33.33579722417672,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-23,23,61.636052962202385,105.08793177559808,148.53981058899376,105.08793177559808,33.90568119272723,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-24,24,49.96359111705945,94.13373146278578,138.3038718085121,94.13373146278578,34.46614364436912,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-25,25,46.78513278128936,91.66204024947722,136.53894771766505,91.66204024947722,35.0176369603335,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-26,26,55.26390791960077,100.83662288870732,146.40933785781388,100.83662288870732,35.56057843816862,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-27,27,55.9191437632895,102.17720117389163,148.43525858449377,102.17720117389163,36.095353986746986,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-28,28,56.79385157475936,103.72724481613598,150.66063805751259,103.72724481613598,36.622321335491556,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-29,29,48.64431815493931,96.24346653909458,143.84261492324987,96.24346653909458,37.14181283367074,SKU-0001,WH-MAD,SUP-007,Beverages,A
2026-01-30,30,56.832212398057294,105.08793177559808,153.34365115313886,105.08793177559808,37.65413790200032,SKU-0001,WH-MAD,SUP-007,Beverages,A
