product_id,warehouse_id,supplier_id,category,abc_class,demand_mean,demand_std,baseline_fill_rate,baseline_days_of_supply,baseline_inventory_value,baseline_lost_sales,unit_cost,unit_price,lead_time_days,target_service_level,forecast_daily_mean,forecast_daily_std,forecast_enriched_flag,annual_demand_units,scenario_name,reorder_z,cycle_stock_days,reorder_point_units,order_up_to_units,estimated_service_level,expected_days_of_supply,expected_inventory_value,expected_lost_sales_value_annual,service_delta_vs_baseline,capital_delta_vs_baseline
SKU-0004,WH-PORTO,SUP-006,Household,A,108.15654245753248,44.2814485804267,1.0,25.71875,56627.25541666667,0.0,23.45,45.06,15,0.97,108.15654245753248,44.2814485804267,1,39477.13799699936,Lean Cash,0.8,7.0,1759.5491871813335,2516.644984384061,0.7881446014166035,15.768541386409593,39993.2929790877,376856.8229261893,-0.21185539858339653,-16633.962437578964
SKU-0005,WH-LIS,SUP-003,Frozen,A,85.25934016670325,39.688276968085354,0.9712096248240827,10.660166666666667,3745.1423333333337,2769.48,4.58,8.82,23,0.976,85.25934016670325,39.688276968085354,1,31119.659160846688,Lean Cash,0.8,7.0,2113.235455665783,2710.0508368327055,0.7881446014166034,20.28597009470025,7921.42338611353,58149.09395455152,-0.18306502340747932,4176.281052780196
SKU-0005,WH-LYON,SUP-003,Frozen,A,64.79814210171783,29.96896770781537,0.6536036904290854,6.965416666666667,1633.4188333333334,21317.94,4.58,8.82,23,0.976,64.79814210171783,29.96896770781537,1,23651.321867127008,Lean Cash,0.8,7.0,1605.3381643829355,2058.9251590949602,0.7881446014166033,20.27444741954071,6016.95908415744,44194.023150846406,0.13454091098751786,4383.540250824107
SKU-0005,WH-MAD,SUP-003,Frozen,A,79.19086094687414,34.77577146657891,0.7352087952697708,8.042250000000001,2234.4674999999997,20735.82,4.58,8.82,23,0.976,79.19086094687414,34.77577146657891,1,28904.66424560906,Lean Cash,0.8,7.0,1954.8127946156558,2509.148821243775,0.7881446014166034,20.184828163783425,7320.918955224628,54010.232832413756,0.052935806146832576,5086.451455224628
SKU-0005,WH-PORTO,SUP-003,Frozen,A,78.1544636530312,34.8157146808232,0.860093553969284,9.592166666666666,2740.2521666666667,11307.24,4.58,8.82,23,0.976,78.1544636530312,34.8157146808232,1,28526.379233356387,Lean Cash,0.8,7.0,1931.1289055980803,2478.210151169299,0.7881446014166034,20.209131319375157,7233.806891750236,53303.38284394232,-0.07194895255268063,4493.55472508357
SKU-0006,WH-LIS,SUP-007,Dairy,A,140.5178111917572,39.285795208653575,0.9770344287949921,7.851166666666667,7353.201,5231.38,8.22,11.06,15,0.995,140.5178111917572,39.285795208653575,1,51289.00108499138,Lean Cash,0.8,7.0,2229.4897523448626,3213.114430687163,0.7881446014166035,15.366243100687043,17748.877560276647,120176.32055192448,-0.18888982737838866,10395.676560276646
SKU-0006,WH-LYON,SUP-007,Dairy,A,96.2807351274511,33.3019482289685,0.8217765389439059,3.59275,2234.1275,21235.2,8.22,11.06,15,0.995,96.2807351274511,33.3019482289685,1,35142.46832151965,Lean Cash,0.8,7.0,1547.3933396214115,2221.358485513569,0.7881446014166031,15.57168181228631,12323.859430314178,82343.04526606697,-0.03363193752730276,10089.731930314178
SKU-0006,WH-MAD,SUP-007,Dairy,A,113.72191918174876,34.35496725347031,0.8873677606235357,4.868083333333333,3897.9925,16081.24,8.22,11.06,15,0.995,113.72191918174876,34.35496725347031,1,41508.5005013383,Lean Cash,0.8,7.0,1812.2737605519849,2608.3271948242264,0.7881446014166035,15.436011048632013,14429.49322390033,97259.42709651016,-0.09922315920693225,10531.50072390033
SKU-0006,WH-PORTO,SUP-007,Dairy,A,123.73226970468278,39.72749377012057,0.9474508067689886,5.845916666666667,4626.353,8328.18,8.22,11.06,15,0.995,123.73226970468278,39.72749377012057,1,45162.278442209215,Lean Cash,0.8,7.0,1979.0751829768305,2845.2010709096103,0.7881446014166035,15.494818390549016,15759.458375583305,105820.66985341278,-0.15930620535238516,11133.105375583305
SKU-0007,WH-LIS,SUP-005,Pet Care,A,135.2964460279319,36.80737487887071,0.9154107886079815,5.7564166666666665,14724.182250000002,51025.700000000004,24.03,42.17,13,0.982,135.2964460279319,36.80737487887071,1,49383.20280019514,Lean Cash,0.8,7.0,1865.0225003159094,2812.0976225114327,0.7881446014166035,14.284711683637843,46442.07748161691,441186.6774066571,-0.12726618719137806,31717.895231616905
SKU-0007,WH-LYON,SUP-005,Pet Care,A,75.9799835060383,26.885316187776336,0.8845632347627832,5.558000000000001,8709.273,42465.19,24.03,42.17,13,0.982,75.9799835060383,26.885316187776336,1,27732.693979703978,Lean Cash,0.8,7.0,1065.2888944361696,1597.1487789784378,0.7881446014166035,14.520651825378573,26511.79163512621,247762.28390745146,-0.09641863334617973,17802.51863512621
SKU-0007,WH-MAD,SUP-005,Pet Care,A,115.35135086038602,32.47455033027673,0.8879180023553022,4.7709166666666665,10868.56875,55664.4,24.03,42.17,13,0.982,115.35135086038602,32.47455033027673,1,42103.2430640409,Lean Cash,0.8,7.0,1593.2384862757774,2400.6979422984796,0.7881446014166034,14.312048791731382,39671.46730579447,376147.9382093803,-0.0997734009386988,28802.89855579447
SKU-0007,WH-PORTO,SUP-005,Pet Care,A,93.25299642438604,29.74117876765556,0.8312834953901266,5.66225,10432.42425,73502.31,24.03,42.17,13,0.982,93.25299642438604,29.74117876765556,1,34037.343694900905,Lean Cash,0.8,7.0,1298.0756295486372,1950.8466045193395,0.7881446014166036,14.419934793743368,32313.19213009275,304087.6597911226,-0.043138893973522996,21880.76788009275
SKU-0008,WH-LIS,SUP-004,Health,A,110.67598989604012,32.60799360600818,0.9749588079375313,7.492500000000001,35201.33933333333,35587.53,48.88,101.97,15,0.99,110.67598989604012,32.60799360600818,1,40396.73631205464,Lean Cash,0.8,7.0,1761.1720213920478,2535.9039506643285,0.788144601416603,15.412864416630446,83381.16721258407,872686.4526314039,-0.18681420652092828,48179.82787925074
SKU-0008,WH-LYON,SUP-004,Health,A,81.78416417794912,27.321572144799067,0.807283655260928,4.98975,16563.395333333334,177529.77,48.88,101.97,15,0.99,81.78416417794912,27.321572144799067,1,29851.21992495143,Lean Cash,0.8,7.0,1311.4152577964458,1883.9044070420896,0.7881446014166031,15.535075628370036,62103.17282858119,644872.7694680628,-0.019139053844324905,45539.77749524786
SKU-0008,WH-MAD,SUP-004,Health,A,99.75090767648692,31.094792555689484,0.761488388527296,4.868166666666667,20188.254666666668,265122.0,48.88,101.97,15,0.99,99.75090767648692,31.094792555689484,1,36409.08130191772,Lean Cash,0.8,7.0,1592.6073061248717,2290.86365986028,0.7881446014166034,15.465842749922945,75408.7329397704,786541.5601769153,0.026656212889307418,55220.478273103734
SKU-0008,WH-PORTO,SUP-004,Health,A,95.86151443917714,29.980564363391817,0.8650893733604129,6.353416666666666,24894.99133333333,138985.11,48.88,101.97,15,0.99,95.86151443917714,29.980564363391817,1,34989.45277029966,Lean Cash,0.8,7.0,1530.81409777911,2201.8446988533497,0.7881446014166034,15.469016416388778,72483.33768654939,755873.474078524,-0.07694477194380955,47588.34635321606
SKU-0009,WH-LIS,SUP-005,Beverages,A,116.011305596696,44.34631969905599,1.0,21.22416666666667,32433.85225,0.0,15.31,33.37,13,0.984,116.011305596696,44.34631969905599,1,42344.126542794045,Lean Cash,0.8,7.0,1636.0613163995004,2448.1404555763725,0.7881446014166034,14.602602397107194,25936.16529841906,299356.6573792148,-0.21185539858339664,-6497.686951580941
SKU-0009,WH-LYON,SUP-005,Beverages,A,91.19424566512816,36.07749342032735,0.9934294871794872,14.4025,16616.836083333335,2736.3399999999997,15.31,33.37,13,0.984,91.19424566512816,36.07749342032735,1,33285.89966777178,Lean Cash,0.8,7.0,1289.5885955804301,1927.9483152363273,0.7881446014166034,14.64111807356675,20441.693348902943,235318.48395393984,-0.20528488576288384,3824.857265569608
SKU-0009,WH-MAD,SUP-005,Beverages,A,100.47001002105962,40.38915191967955,0.971,13.237583333333333,17134.05891666667,9243.49,15.31,33.37,13,0.984,100.47001002105962,40.38915191967955,1,36671.55365768676,Lean Cash,0.8,7.0,1422.6102568489025,2125.90032699632,0.7881446014166033,14.65955125863636,22549.26095906791,259253.7530033384,-0.18285539858339672,5415.202042401241
SKU-0009,WH-PORTO,SUP-005,Beverages,A,89.26441768110007,33.035019595000755,0.9956439393939395,17.158833333333334,19212.39141666667,1535.02,15.31,33.37,13,0.984,89.26441768110007,33.035019595000755,1,32581.512453601525,Lean Cash,0.8,7.0,1255.7249954828872,1880.5759192505875,0.7881446014166031,14.567475351365692,19908.468798191825,230338.7377848566,-0.20749933797733633,696.0773815251559
SKU-0010,WH-LIS,SUP-001,Snacks,A,124.98790392889885,43.35669863218402,0.9717664705203646,15.523666666666665,10100.1765,4556.14,6.07,14.51,18,0.995,124.98790392889885,43.35669863218402,1,45620.58493404808,Lean Cash,0.8,7.0,2396.9397856610376,3271.8551131633294,0.7881446014166029,17.17737405232886,13032.071345265666,140238.6741418,-0.18362186910376166,2931.894845265666
SKU-0010,WH-LYON,SUP-001,Snacks,A,101.55362477446984,44.71351136612319,0.8701017596051842,10.10125,4975.275500000001,19907.72,6.07,14.51,18,0.995,101.55362477446984,44.71351136612319,1,37067.07304268149,Lean Cash,0.8,7.0,1979.727936009165,2690.603309430454,0.7881446014166031,17.4944093862306,10784.087566813569,113944.99183510676,-0.08195715818858107,5808.812066813568
SKU-0010,WH-MAD,SUP-001,Snacks,A,108.47341408592207,46.87432682114393,0.928075701200524,8.938583333333334,4878.104916666666,12333.5,6.07,14.51,18,0.995,108.47341408592207,46.87432682114393,1,39592.796141361556,Lean Cash,0.8,7.0,2111.618194468767,2870.9320930702215,0.7881446014166034,17.466688794326586,11500.655193422323,121709.11978568575,-0.1399310997839206,6622.550276755656
SKU-0010,WH-PORTO,SUP-001,Snacks,A,105.85856222045588,38.470326497448305,0.9445736434108528,11.400833333333333,6042.179166666667,8851.1,6.07,14.51,18,0.995,105.85856222045588,38.470326497448305,1,38638.375210466394,Lean Cash,0.8,7.0,2036.0267379240756,2777.036673467267,0.7881446014166034,17.23346298322044,11073.559353842807,118775.20900581703,-0.15642904199424945,5031.380187176141
SKU-0011,WH-LIS,SUP-010,Personal Care,A,98.2505672889258,27.44614435425454,1.0,30.44275,47710.84725,0.0,19.71,33.11,11,0.982,98.2505672889258,27.44614435425454,1,35861.45706045791,Lean Cash,0.8,7.0,1153.5790903901786,1841.3330614126592,0.7881446014166034,13.241195213640287,25641.82189348751,251551.34697843995,-0.21185539858339664,-22069.025356512488
SKU-0011,WH-LYON,SUP-010,Personal Care,A,62.92456666389058,18.626479038978054,1.0,21.49025,22608.51975,0.0,19.71,33.11,11,0.982,62.92456666389058,18.626479038978054,1,22967.46683232006,Lean Cash,0.8,7.0,741.5918670129643,1182.0638336601983,0.7881446014166031,13.285410791529987,16477.140512243448,161106.0367294231,-0.21185539858339686,-6131.379237756551
SKU-0011,WH-MAD,SUP-010,Personal Care,A,72.43279409093144,22.715511611663835,1.0,21.691666666666666,26231.874750000003,0.0,19.71,33.11,11,0.982,72.43279409093144,22.715511611663835,1,26437.969843189974,Lean Cash,0.8,7.0,857.031798149726,1364.061356786246,0.7881446014166031,13.33209634400982,19033.572298829487,185449.9920128148,-0.21185539858339686,-7198.302451170515
SKU-0011,WH-PORTO,SUP-010,Personal Care,A,74.25563019313287,23.291143040838858,1.0,25.145666666666667,30411.38025,0.0,19.71,33.11,11,0.982,74.25563019313287,23.291143040838858,1,27103.3050204935,Lean Cash,0.8,7.0,878.6103180484295,1398.3997294003595,0.7881446014166035,13.332238387355076,19512.77707539452,190117.0070691376,-0.21185539858339653,-10898.60317460548
SKU-0012,WH-LIS,SUP-003,Household,A,122.01735152766476,45.115471769807456,0.8293756641256641,11.940499999999998,12225.407666666666,44811.18,9.56,18.54,23,0.971,122.01735152766476,45.115471769807456,1,44536.33330759763,Lean Cash,0.8,7.0,2979.492046498504,3833.613507192157,0.7881446014166035,19.918593004970848,23234.757501805558,174929.76942576873,-0.04123106270906063,11009.349835138892
SKU-0012,WH-LYON,SUP-003,Household,A,101.43360003199054,36.93867788694787,0.6114422845752395,3.8554166666666663,3155.3576666666663,81409.14,9.56,18.54,23,0.971,101.43360003199054,36.93867788694787,1,37023.26401167655,Lean Cash,0.8,7.0,2474.6941414075573,3184.729341631491,0.788144601416603,19.8971833852597,19294.402518480016,145419.9426841254,0.1767023168413635,16139.044851813349
SKU-0012,WH-MAD,SUP-003,Household,A,132.46923725032337,47.724108534708826,0.7420488962531638,5.78125,6155.206,73548.18,9.56,18.54,23,0.971,132.46923725032337,47.724108534708826,1,48351.27159636803,Lean Cash,0.8,7.0,3229.893884063641,4157.178544815904,0.7881446014166033,19.88221847658262,25178.958945139497,189914.08056380093,0.046095705163439415,19023.752945139495
SKU-0012,WH-PORTO,SUP-003,Household,A,120.40813160792236,42.536266107621685,0.7709734476163772,5.351249999999999,5260.310333333333,58697.64,9.56,18.54,23,0.971,120.40813160792236,42.536266107621685,1,43948.96803689166,Lean Cash,0.8,7.0,2932.5844396885745,3775.441360944031,0.7881446014166034,19.855368699165357,22855.549421649957,172622.71665014725,0.017171153800226158,17595.239088316623
SKU-0013,WH-LIS,SUP-001,Frozen,A,106.99897635738128,29.590621365615952,0.9120454545454546,10.78875,6292.575,10349.24,6.75,9.46,15,0.98,106.99897635738128,29.590621365615952,1,39054.626370444166,Lean Cash,0.8,7.0,1696.6678323630872,2445.6606668647564,0.7881446014166033,15.356860412347707,11091.386323244678,78271.41030679338,-0.12390085312885135,4798.8113232446785
SKU-0013,WH-LYON,SUP-001,Frozen,A,78.60081647240045,22.894506391372342,0.7654358883316281,6.853416666666666,2944.0125,18437.54,6.75,9.46,15,0.98,78.60081647240045,22.894506391372342,1,28689.298012426167,Lean Cash,0.8,7.0,1249.948280664746,1800.1539959715492,0.788144601416603,15.40248469115645,8171.8731388926835,57497.71601563383,0.022708713084974907,5227.860638892684
SKU-0013,WH-MAD,SUP-001,Frozen,A,89.18952805149077,25.505896532682957,0.8337827452552793,8.5315,4108.05,15826.580000000002,6.75,9.46,15,0.98,89.18952805149077,25.505896532682957,1,32554.17773879413,Lean Cash,0.8,7.0,1416.870050773298,2041.1967471337334,0.7881446014166034,15.386058394157134,9262.85818554598,65243.52272184992,-0.045638143838675926,5154.8081855459795
SKU-0013,WH-PORTO,SUP-001,Frozen,A,78.14904896325687,22.353043014719383,0.7889415708812261,9.215166666666667,4054.21875,17415.86,6.75,9.46,15,0.98,78.14904896325687,22.353043014719383,1,28524.402871588758,Lean Cash,0.8,7.0,1241.494105115306,1788.537447858104,0.7881446014166033,15.386234337912619,8116.3321692773225,57167.24107769277,-0.0007969694646228209,4062.1134192773225
SKU-0014,WH-LIS,SUP-009,Dairy,A,146.74850892300665,64.45475867804525,1.0,11.296166666666666,11233.4465,0.0,7.86,11.01,9,0.977,146.74850892300665,64.45475867804525,1,53563.20575689743,Lean Cash,0.8,7.0,1475.4280011343685,2502.6675635954152,0.7881446014166033,12.554126014380627,14480.472289253219,124937.67389840227,-0.21185539858339675,3247.025789253219
SKU-0014,WH-LYON,SUP-009,Dairy,A,116.3996714070529,52.02374267245798,0.9637464200963254,7.9705,5486.345499999999,4040.67,7.86,11.01,9,0.977,116.3996714070529,52.02374267245798,1,42485.88006357431,Lean Cash,0.8,7.0,1172.4540250773755,1987.2517249267457,0.7881446014166035,12.572657516164893,11502.74218025676,99099.50223593441,-0.1756018186797219,6016.396680256761
SKU-0014,WH-MAD,SUP-009,Dairy,A,131.30170514258106,58.52950518782042,0.992900234741784,8.710749999999999,7901.003,1244.13,7.86,11.01,9,0.977,131.30170514258106,58.52950518782042,1,47925.122377042084,Lean Cash,0.8,7.0,1322.1861587339986,2241.2980947320657,0.7881446014166034,12.569832355171862,12972.461713700946,111786.6868958429,-0.20475563332518065,5071.458713700947
SKU-0014,WH-PORTO,SUP-009,Dairy,A,123.8595861565878,51.527331370973386,0.9600305688463583,10.345416666666667,8189.6615,5747.219999999999,7.86,11.01,9,0.977,123.8595861565878,51.527331370973386,1,45208.74894715455,Lean Cash,0.8,7.0,1238.4018706996262,2105.418973795741,0.7881446014166034,12.498433783994672,12167.679571676013,105450.6699794941,-0.17188596742975493,3978.0180716760133
SKU-0015,WH-LIS,SUP-012,Pet Care,A,125.85415564572084,65.42813310969233,1.0,12.400416666666667,6964.110750000001,0.0,5.43,10.25,7,0.981,125.85415564572084,65.42813310969233,1,45936.7668106881,Lean Cash,0.8,7.0,1019.4643446844275,1900.4434342044733,0.7881446014166034,11.600362991224678,7927.549619683366,99752.50843368645,-0.21185539858339664,963.4388696833648
SKU-0015,WH-LYON,SUP-012,Pet Care,A,99.32689744489018,64.28053380277314,0.9269860237211576,7.470916666666667,3347.36875,8384.5,5.43,10.25,7,0.981,99.32689744489018,64.28053380277314,1,36254.31756738492,Lean Cash,0.8,7.0,831.3445273819264,1526.6328094961577,0.7881446014166034,11.869782493641098,6401.908469623999,78726.89721072554,-0.1388414223045542,3054.5397196239987
SKU-0015,WH-MAD,SUP-012,Pet Care,A,109.73132540110888,70.06544262412044,0.9850823045267489,8.707333333333334,4969.58125,1404.25,5.43,10.25,7,0.981,109.73132540110888,70.06544262412044,1,40051.93377140474,Lean Cash,0.8,7.0,916.4198671542322,1684.5391449619942,0.7881446014166034,11.851488180830552,7061.603717895554,86973.48853006175,-0.19693770311014558,2092.0224678955537
SKU-0015,WH-PORTO,SUP-012,Pet Care,A,113.58431144042184,64.9107920515477,0.9835777917082448,9.277416666666666,4550.92825,3167.25,5.43,10.25,7,0.981,113.58431144042184,64.9107920515477,1,41458.273675753975,Lean Cash,0.8,7.0,932.4804306210516,1727.5706107040046,0.7881446014166034,11.709588267919939,7222.038577197527,90027.38071510309,-0.1954331902916414,2671.110327197527
SKU-0016,WH-LIS,SUP-002,Health,A,114.048837021807,40.57215701147845,0.7752371668539607,4.387666666666666,23060.71275,296148.72000000003,57.87,103.44,23,0.992,114.048837021807,40.57215701147845,1,41627.82551295956,Lean Cash,0.8,7.0,2778.785035153114,3577.126894305763,0.7881446014166035,19.864869539369256,131108.26209127685,912245.5903285688,0.012907434562642761,108047.54934127684
SKU-0016,WH-LYON,SUP-002,Health,A,84.61600530285433,35.27398310337218,0.6538323080895784,3.745833333333333,14811.8265,338352.24,57.87,103.44,23,0.992,84.61600530285433,35.27398310337218,1,30884.84193554183,Lean Cash,0.8,7.0,2081.5025860616115,2673.8146231815917,0.7881446014166031,20.099395570750215,98421.27763444265,676820.384358574,0.13431229332702477,83609.45113444266
SKU-0016,WH-MAD,SUP-002,Health,A,105.99243930321356,38.82184035088111,0.558988835918983,4.458666666666667,20983.662,522475.44,57.87,103.44,23,0.992,105.99243930321356,38.82184035088111,1,38687.24034567295,Lean Cash,0.8,7.0,2586.772508572127,3328.719583694622,0.7881446014166031,19.905254993444608,122094.50398992264,847804.6588413449,0.22915576549762018,101110.84198992264
SKU-0016,WH-PORTO,SUP-002,Health,A,93.76499284743272,29.78431953586032,0.6809418634064748,4.7075,20074.1385,341558.88,57.87,103.44,23,0.992,93.76499284743272,29.78431953586032,1,34224.22238931294,Lean Cash,0.8,7.0,2270.8672983153506,2927.22224824738,0.7881446014166033,19.718711369288258,106997.27994114516,750000.6443371722,0.10720273801012847,86923.14144114516
SKU-0017,WH-LIS,SUP-008,Beverages,A,130.99373929609524,36.33316620313968,1.0,13.4675,22284.208916666666,0.0,15.91,30.92,13,0.971,130.99373929609524,36.33316620313968,1,47812.71484307476,Lean Cash,0.8,7.0,1807.7194858455384,2724.6756609182053,0.7881446014166034,14.300044914813913,29802.872215902957,313200.4840326158,-0.21185539858339664,7518.66329923629
SKU-0017,WH-LYON,SUP-008,Beverages,A,98.25120951863934,26.878850271805952,1.0,9.440333333333333,11634.983,0.0,15.91,30.92,13,0.971,98.25120951863934,26.878850271805952,1,35861.69147430336,Lean Cash,0.8,7.0,1354.7961820467237,2042.554648677199,0.7881446014166031,14.289104365068441,22336.395628084152,234914.4817407706,-0.21185539858339686,10701.412628084152
SKU-0017,WH-MAD,SUP-008,Beverages,A,98.24477554624588,28.099498529706175,0.9481285964891579,7.905833333333334,10313.6575,20128.920000000002,15.91,30.92,13,0.971,98.24477554624588,28.099498529706175,1,35859.34307437974,Lean Cash,0.8,7.0,1358.2334283121409,2045.946857135862,0.7881446014166035,14.324993957798723,22391.03103391655,234899.09838520898,-0.15998399507255445,12077.373533916552
SKU-0017,WH-PORTO,SUP-008,Beverages,A,96.39376445931424,28.060859304276235,0.9987003058103975,11.0555,14359.703083333334,525.64,15.91,30.92,13,0.971,96.39376445931424,28.060859304276235,1,35183.724027649696,Lean Cash,0.8,7.0,1334.058831615204,2008.8151828304037,0.7881446014166031,14.339679766612724,21991.68840727174,230473.4092531028,-0.21055570439379434,7631.9853239384065
SKU-0018,WH-LIS,SUP-004,Snacks,A,136.83810080710785,72.41230302133947,0.9057618910729547,8.521083333333333,9114.554750000001,29670.260000000002,9.33,20.42,14,0.976,136.83810080710785,72.41230302133947,1,49945.90679459437,Lean Cash,0.8,7.0,2132.487034093996,3090.3537397437512,0.7881446014166031,15.584015135521577,19896.104028096983,216070.35002802234,-0.11761728965635154,10781.549278096982
