product_id,warehouse_id,supplier_id,category,abc_class,history_days_used,historical_daily_mean,historical_daily_std,forecast_daily_mean,forecast_daily_std,forecast_30d_q10,forecast_30d_q50,forecast_30d_q90,forecast_cv,uncertainty_band_rate,forecast_model
SKU-0104,WH-MAD,SUP-008,Health,C,180,9.672222222222222,4.92267647093451,10.701047709005149,9.096945781683623,22.096859227611006,321.0314312701545,670.7775845158844,0.863473657501416,2.020614376361159,ewma_dow_normal
SKU-0065,WH-LYON,SUP-007,Beverages,C,180,9.333333333333334,5.485379246219931,11.320259918252926,9.5933187182115,24.889665634922295,339.6077975475878,708.4377762103558,0.8679912885120138,2.0127574087271976,ewma_dow_normal
SKU-0118,WH-LYON,SUP-001,Dairy,C,180,5.538888888888889,3.263757112650794,6.877197580298728,5.788928403062924,14.104061408097419,206.31592740896184,428.8802351420886,0.8551773021562086,2.0103933755527126,ewma_dow_normal
SKU-0100,WH-LYON,SUP-002,Household,C,180,5.594444444444444,3.390254225272809,7.22648984908538,6.053547426139824,15.411058140041124,216.7946954725614,449.53269090460077,0.8483656957479877,2.0024550500106875,ewma_dow_normal
SKU-0062,WH-PORTO,SUP-001,Dairy,C,180,21.694444444444443,10.372986630905345,22.91818367656832,19.124143742669087,47.513836238054466,687.5455102970495,1422.8028008905758,0.8411130515658451,2.0002878995724034,ewma_dow_normal
SKU-0069,WH-LYON,SUP-006,Frozen,C,180,3.2944444444444443,1.51969278805971,3.2965443750735037,2.749537524220677,6.802844736384165,98.89633125220512,204.60655481286412,0.8377758313822632,2.0001117086137556,ewma_dow_normal
SKU-0084,WH-PORTO,SUP-009,Household,C,180,12.05,5.916811575323072,13.238469320649559,11.057676756593526,28.10490286238415,397.15407961948677,822.2835683804441,0.8417879434138096,1.999673945887607,ewma_dow_normal
SKU-0095,WH-MAD,SUP-003,Pet Care,C,180,5.966666666666667,2.6613307882046175,5.979279898939603,4.970413831898366,11.982599381512854,179.37839696818807,370.47364579840473,0.8353154448412939,1.9985185087838009,ewma_dow_normal
SKU-0060,WH-LYON,SUP-002,Household,B,180,57.52777777777778,29.27206813137349,63.5183189628024,52.77363369494773,136.6220622385859,1905.549568884072,3934.513555321198,0.8395480502539301,1.99306885273351,ewma_dow_normal
SKU-0061,WH-PORTO,SUP-002,Frozen,C,180,11.277777777777779,6.402736457194341,13.642835906119963,11.28501732362616,27.770014727853738,409.2850771835989,843.1550257323303,0.8293038163684248,1.992217787697907,ewma_dow_normal
SKU-0068,WH-LYON,SUP-006,Household,C,180,10.5,5.5365721601832485,12.017084690243982,10.019618304901586,28.72012881292531,360.51254070731943,745.7322664514983,0.8593754887838697,1.9888687817400401,ewma_dow_normal
SKU-0077,WH-LYON,SUP-003,Frozen,C,180,20.6,10.032127163218895,21.667310707159746,17.922423634600253,47.69553780214399,650.0193212147924,1339.0746232330575,0.8354132553150964,1.986678000613139,ewma_dow_normal
SKU-0088,WH-MAD,SUP-011,Health,C,180,18.583333333333332,8.750339179379846,19.048118425531175,15.75787621297838,45.76197065551611,571.4435527659352,1177.279480677949,0.8419726485241195,1.980103729485781,ewma_dow_normal
SKU-0064,WH-PORTO,SUP-005,Health,C,180,17.205555555555556,8.517282609000894,18.74075616107779,15.406765330016688,42.481373502131376,562.2226848323337,1154.5596116921686,0.8286877664312235,1.9780031439351857,ewma_dow_normal
SKU-0100,WH-LIS,SUP-002,Household,C,180,7.527777777777778,3.7467759780471277,8.341856898365359,6.767973836223401,20.2969705672962,250.25570695096076,510.4609309122706,0.8183382546734134,1.958652477168184,ewma_dow_normal
SKU-0101,WH-PORTO,SUP-004,Frozen,C,180,15.11111111111111,7.07887635000406,15.911283771310215,12.899458607306928,38.41086003913814,477.33851313930643,973.2781543254654,0.822267922290072,1.958499615164083,ewma_dow_normal
SKU-0097,WH-LYON,SUP-007,Beverages,C,180,15.027777777777779,7.561613256054575,16.98713106239049,13.704257610586163,40.57863098496932,509.61393187171467,1036.4953157359107,0.8112748739634152,1.954257178749273,ewma_dow_normal
SKU-0101,WH-MAD,SUP-004,Frozen,C,180,20.02777777777778,9.233428795666487,20.914255090319433,16.82284756370256,49.38194882866958,627.427652709583,1274.2080516750182,0.8073511676734035,1.9521391790063212,ewma_dow_normal
SKU-0083,WH-LYON,SUP-008,Personal Care,C,180,12.7,6.706038302952824,14.858504397820152,11.988646541264492,36.85516054525194,445.75513193460455,906.6771942461555,0.8189264264541173,1.9513449680900425,ewma_dow_normal
SKU-0082,WH-PORTO,SUP-010,Snacks,C,180,13.53888888888889,6.662128343539895,15.022202511661868,12.105672333088584,37.935603220272924,450.66607534985604,916.087375263045,0.8157750628899308,1.9485641810536884,ewma_dow_normal
SKU-0075,WH-LYON,SUP-002,Personal Care,C,180,4.855555555555555,2.130182729388136,4.842031000219508,3.861006622988186,12.184144455697663,145.26093000658526,293.70330247464267,0.8020887633519354,1.9380239270544573,ewma_dow_normal
SKU-0111,WH-LIS,SUP-005,Pet Care,C,180,19.872222222222224,9.489794904245459,21.787779285832944,17.366802767081893,54.6274384893851,653.6333785749883,1321.3269768147313,0.8023355397077813,1.9379358212809255,ewma_dow_normal
SKU-0119,WH-LYON,SUP-001,Pet Care,C,180,21.488888888888887,12.477684612285836,28.688141671549264,22.932120804203635,74.79269894185701,860.6442501464779,1742.3051096830297,0.8076396680935525,1.937516471477465,ewma_dow_normal
SKU-0070,WH-LYON,SUP-012,Dairy,C,180,16.31111111111111,7.436351067175975,16.709811088228246,13.290832493759966,42.380736347681946,501.2943326468474,1012.2809483399217,0.8017532177021063,1.9347918953544534,ewma_dow_normal
SKU-0096,WH-LIS,SUP-002,Health,C,180,9.177777777777777,4.637900164855666,10.491861272362604,8.315600979397564,28.072672190605395,314.7558381708781,634.4619817786129,0.801490346623934,1.9265387200182897,ewma_dow_normal
SKU-0097,WH-MAD,SUP-007,Beverages,C,180,19.211111111111112,9.780832291925922,22.120038430375725,17.470294091371333,60.97718869219889,663.6011529112718,1335.2736352109173,0.8007828764837354,1.9202746121345284,ewma_dow_normal
SKU-0089,WH-MAD,SUP-002,Beverages,C,180,7.822222222222222,3.3992367785428517,7.800368892341681,6.131549313352055,20.544083691142603,234.01106677025044,469.74796542245787,0.7898358121441328,1.919583923662631,ewma_dow_normal
SKU-0083,WH-LIS,SUP-008,Personal Care,C,180,15.772222222222222,7.463752673601114,16.977396772741553,13.36644680509516,46.059814785575995,509.32190318224656,1023.2156280473962,0.7954678427943392,1.9185426881438719,ewma_dow_normal
SKU-0096,WH-MAD,SUP-002,Health,C,180,8.344444444444445,4.427342951638316,10.024192688448007,7.833818106033331,26.449472362372923,300.7257806534402,601.9090363927999,0.7838454841706584,1.913569108641181,ewma_dow_normal
SKU-0062,WH-MAD,SUP-001,Dairy,C,180,24.155555555555555,10.221470568537999,23.45286975510307,18.316133664998787,63.956592650768606,703.5860926530921,1407.7781858461926,0.7844061456302955,1.9099604259204768,ewma_dow_normal
SKU-0115,WH-LYON,SUP-002,Personal Care,C,180,14.716666666666667,6.563207929360638,15.289209057856777,11.898473053738302,41.97835176631898,458.6762717357033,916.1314748239603,0.7813844478644121,1.9058171894301577,ewma_dow_normal
SKU-0109,WH-LYON,SUP-008,Frozen,C,180,20.416666666666668,10.661828220600189,24.534952776623125,19.028644473308454,66.95144264645901,736.0485832986938,1467.634256747495,0.7769407836170303,1.9029760343042859,ewma_dow_normal
SKU-0096,WH-PORTO,SUP-002,Health,C,180,6.822222222222222,3.547216322342386,8.069163297557226,6.269087592830629,22.666693991780463,242.0748989267168,483.09966950056634,0.7827550274605871,1.902026924518814,ewma_dow_normal
SKU-0105,WH-PORTO,SUP-010,Beverages,C,180,13.127777777777778,6.492824191664283,15.032693165815873,11.710756079535184,43.9567058884551,450.98079497447617,901.2189285976542,0.7883877471261344,1.9008841003034662,ewma_dow_normal
SKU-0076,WH-LYON,SUP-008,Household,C,180,10.422222222222222,5.0305830659935395,11.586360127249964,9.014168422912341,33.82853963085846,347.5908038174989,694.1544534514793,0.7885272539407235,1.8997220483638635,ewma_dow_normal
SKU-0078,WH-LYON,SUP-006,Dairy,C,180,5.933333333333334,2.698230332528026,6.355746671131675,4.901372399673904,17.75869462974528,190.67240013395025,379.11324429752585,0.7721387271085624,1.8951591809508013,ewma_dow_normal
SKU-0025,WH-MAD,SUP-011,Beverages,B,180,37.46111111111111,15.960973314606992,36.7820035297999,28.319037305595142,108.30447764264751,1103.460105893997,2192.2293037050385,0.7748612392022352,1.8885366266812562,ewma_dow_normal
SKU-0082,WH-LYON,SUP-010,Snacks,C,180,12.683333333333334,6.197381858449691,14.296911864424525,10.993213557161548,43.749915210297374,428.90735593273575,851.5584572691309,0.7752631616252224,1.8834103236632755,ewma_dow_normal
SKU-0025,WH-LYON,SUP-011,Beverages,B,180,31.944444444444443,14.617171436599905,34.87705872397918,26.71323056566694,105.62685066053686,1046.3117617193755,2073.343235284906,0.7722920466771934,1.8806214902820884,ewma_dow_normal
SKU-0068,WH-LIS,SUP-006,Household,C,180,17.283333333333335,7.446100550477493,17.858323590565064,13.688914851411207,55.51464189411196,535.7497077169519,1062.041215469935,0.7752454449388927,1.878725380672709,ewma_dow_normal
SKU-0081,WH-LYON,SUP-010,Beverages,C,180,8.2,3.625483978479603,8.598829161291361,6.521213152029174,25.904371875237366,257.96487483874085,508.68300256573167,0.7601096045225003,1.871489794850129,ewma_dow_normal
SKU-0065,WH-MAD,SUP-007,Beverages,C,180,11.472222222222221,5.952728641082487,13.634629847001461,10.363867119024587,42.4867156845702,409.03889541004384,807.4937993545088,0.7658747409089505,1.8702551083878027,ewma_dow_normal
SKU-0079,WH-PORTO,SUP-010,Pet Care,C,180,16.58888888888889,7.395294358360809,17.815262224737022,13.510719999283033,55.25098451370652,534.4578667421107,1053.898397743588,0.7636616742287615,1.8685241164421926,ewma_dow_normal
SKU-0089,WH-LYON,SUP-002,Beverages,C,180,6.788888888888889,2.9747332426085404,6.9866085941936085,5.297361200494482,21.85767486594057,209.59825782580825,413.2635040182761,0.7627487902737029,1.8674097447776636,ewma_dow_normal
SKU-0091,WH-LYON,SUP-011,Personal Care,C,180,13.311111111111112,6.958206351499175,16.156397360889766,12.298335821573856,52.40713852016547,484.69192082669304,957.5204665986295,0.7754651913941765,1.8673992472057261,ewma_dow_normal
SKU-0060,WH-LIS,SUP-002,Household,B,180,73.35555555555555,31.52521775401777,76.19082361768209,57.62053964555993,235.4072864540046,2285.7247085304625,4501.035492239224,0.7591513653544539,1.8662038301750152,ewma_dow_normal
SKU-0078,WH-MAD,SUP-006,Dairy,C,180,6.6722222222222225,3.1174953339251874,7.490669997695208,5.601668621493093,24.499058034018443,224.72009993085624,440.08491567695233,0.7522205644506889,1.8493488467244579,ewma_dow_normal
SKU-0085,WH-LYON,SUP-003,Frozen,C,180,17.627777777777776,8.824819339506188,21.156420805090544,15.829927262239547,70.19019563590903,634.6926241527163,1243.2986661141233,0.754171924910217,1.8483096003270194,ewma_dow_normal
SKU-0099,WH-LYON,SUP-008,Personal Care,C,180,8.205555555555556,4.055064041710216,9.703668845297225,7.277867869229669,33.02263685035281,291.11006535891676,570.9189542080576,0.7597316847045168,1.8477420789092922,ewma_dow_normal
SKU-0084,WH-MAD,SUP-009,Household,C,180,15.183333333333334,7.619055059520177,18.53064345364838,13.828261725151158,60.64037095917199,555.9193036094514,1087.5682174882895,0.7485225520635947,1.8472606363217108,ewma_dow_normal
SKU-0119,WH-PORTO,SUP-001,Pet Care,C,180,26.7,12.73928512416848,30.166213579917912,22.752157466461917,108.33249888818976,904.9864073975374,1779.7282980173834,0.772757052763004,1.8468739259141074,ewma_dow_normal
SKU-0095,WH-PORTO,SUP-003,Pet Care,C,180,4.644444444444445,2.3004061390801334,5.544075977124166,4.148828925176478,18.98544608845379,166.32227931372498,325.830425440824,0.7556890416678889,1.84488200028563,ewma_dow_normal
SKU-0117,WH-MAD,SUP-011,Frozen,C,180,2.5555555555555554,1.1969338025231782,2.856030175974355,2.1316626040535387,9.98022144022294,85.68090527923066,167.63597170236145,0.760712416174297,1.8400336661750327,ewma_dow_normal
SKU-0069,WH-MAD,SUP-006,Frozen,C,180,4.561111111111111,2.182110835196635,5.50371984076774,4.081458710748441,18.245756648105544,165.1115952230322,322.02958923699157,0.7439770767266417,1.8398697691614925,ewma_dow_normal
SKU-0083,WH-MAD,SUP-008,Personal Care,C,180,16.86111111111111,8.250115210902933,19.773248857398038,14.664548161742381,66.89041695904776,593.1974657219412,1156.9987053624957,0.7455340195918331,1.8376819716799524,ewma_dow_normal
SKU-0117,WH-PORTO,SUP-011,Frozen,C,180,2.161111111111111,1.0891229052173814,2.577655523832056,1.9147469982464165,8.870945264583558,77.32966571496168,150.94507611169726,0.7498271592516856,1.8372526188177396,ewma_dow_normal
SKU-0092,WH-LIS,SUP-012,Household,C,180,16.783333333333335,8.437264377012124,20.14858657005974,14.957129590509222,69.88029646610987,604.4575971017922,1179.5075823849088,0.7493234098395789,1.835740490712924,ewma_dow_normal
SKU-0091,WH-MAD,SUP-011,Personal Care,C,180,16.42222222222222,7.945312771322492,19.14828366489765,14.207774481829157,66.16961263589802,574.4485099469296,1120.6883788497128,0.749311275567319,1.8357063304267889,ewma_dow_normal
