product_id,product_name,warehouse_id,category,supplier_id,units_demanded,units_lost_sales,lost_sales_revenue_observed,lost_sales_margin_proxy_observed,excess_inventory_value_proxy_observed,trapped_working_capital_proxy_observed,slow_moving_value_proxy_observed,supplier_delay_impact_proxy_observed,lost_sales_revenue_annualized,lost_sales_margin_proxy_annualized,excess_inventory_value_proxy_annualized,trapped_working_capital_proxy_annualized,slow_moving_value_proxy_annualized,supplier_delay_impact_proxy_annualized,opportunity_margin_recovery_12m_proxy,opportunity_wc_release_12m_proxy,opportunity_total_12m_proxy,stockout_rate,opportunity_share,opportunity_rank
SKU-0100,Household Product 100,WH-LIS,Household,SUP-002,5181,212,10487.64,5253.36,2337725.156436244,2419377.8616496506,241838.55,7204.1649460207445,5236.646511627907,2623.0867305061556,1167263.5870030492,1208034.0896061868,120753.85875512996,3597.1548636081693,918.0803556771544,302008.5224015467,302926.6027572238,0.04091874155568423,0.007078695494677279,32
SKU-0100,Household Product 100,WH-MAD,Household,SUP-002,4437,358,17710.26,8871.24,2188559.1982341562,2301780.9936410454,357338.37,12165.523823940692,8843.016279069767,4429.552120383037,1092782.6366011861,1149316.0912161171,178424.7675102599,6074.440760243984,1550.3432421340626,287329.0228040293,288879.3660461633,0.08068514762226729,0.006750443996412728,33
SKU-0024,Health Product 24,WH-LIS,Health,SUP-005,79630,2969,141680.68,57657.979999999996,2211262.4516073507,2211262.4516073507,0.0,60707.90913570267,70743.43119015047,28789.552257181942,1104118.7343867072,1104118.7343867072,0.0,30312.430690193534,10076.34329001368,276029.6835966768,286106.02688669047,0.03728494286073088,0.0066856374616459345,34
SKU-0072,Health Product 72,WH-PORTO,Health,SUP-008,7751,0,0.0,0.0,2078440.4404288162,2099992.0429510083,67656.6,0.0,0.0,0.0,1037798.5783262899,1048559.63840919,33782.023255813954,0.0,0.0,262139.9096022975,262139.9096022975,0.0,0.006125604619030582,35
SKU-0119,Pet Care Product 119,WH-LIS,Pet Care,SUP-001,21731,0,0.0,0.0,1942436.5199615483,2051965.0257433364,248178.28,0.0,0.0,0.0,969889.6440300479,1024578.9800223225,123919.38741450068,0.0,0.0,256144.74500558063,256144.74500558063,0.0,0.005985511460376438,36
SKU-0096,Health Product 96,WH-LYON,Health,SUP-002,4444,187,6447.759999999999,3186.479999999999,1728365.0446904476,1818745.3431002072,322291.2,4429.092395653809,3219.4697674418603,1591.0604651162787,863000.3301121934,908128.6596875179,160925.15458276332,2211.516722864077,556.8711627906974,227032.16492187948,227589.03608467017,0.04207920792079208,0.0053182304548591896,37
SKU-0065,Beverages Product 65,WH-LIS,Beverages,SUP-007,9850,0,0.0,0.0,1756615.877240474,1819770.59730717,172354.56,0.0,0.0,0.0,877106.4229723298,908640.5855227319,86059.3904240766,0.0,0.0,227160.14638068297,227160.14638068297,0.0,0.005308208292435374,38
SKU-0056,Health Product 56,WH-LIS,Health,SUP-007,31784,308,36427.159999999996,15289.119999999999,1767388.1812387267,1767388.1812387267,0.0,12897.073369623437,18188.664021887824,7634.102325581395,882485.2067744668,882485.2067744668,0.0,6439.715157199116,2671.9358139534884,220621.3016936167,223293.2375075702,0.009690410269317896,0.005217847557626062,39
SKU-0036,Household Product 36,WH-LYON,Household,SUP-001,27400,681,45490.799999999996,25857.57,1681147.7327728935,1741030.2952310236,125266.35,29670.38334420374,22714.284541723664,12911.09856361149,839423.9705363968,869324.2924204152,62547.493502051984,14814.897292249472,4518.884497264021,217331.0731051038,221849.95760236782,0.024854014598540145,0.005184121437603839,40
SKU-0120,Health Product 120,WH-LYON,Health,SUP-004,4623,6,392.16,126.24,1749879.737375291,1757081.737375291,14404.000000000002,154.88741958976442,195.81176470588235,63.03365253077975,873742.9605225461,877339.0343939551,7192.147742818058,77.33776764742,22.06177838577291,219334.75859848878,219356.82037687456,0.0012978585334198572,0.005125862575275214,41
SKU-0009,Beverages Product 9,WH-PORTO,Beverages,SUP-005,56001,46,1535.02,830.7599999999998,1754598.5654635702,1754598.5654635702,0.0,657.7315600227661,766.4600547195622,414.81176470588224,876099.1469140946,876099.1469140946,0.0,328.41589522340576,145.18411764705877,219024.78672852364,219169.9708461707,0.000821413903323155,0.005121496333026639,42
SKU-0064,Health Product 64,WH-LIS,Health,SUP-005,14389,19,707.3699999999999,270.93999999999994,1639871.1007916331,1750352.6607055506,260158.22,303.09675027902176,353.2011627906976,135.2846785225718,818813.8875361779,873979.0987107058,129901.16320109439,151.34105862085218,47.34963748290013,218494.77467767644,218542.12431515934,0.001320453123914101,0.005106825008785167,43
SKU-0087,Pet Care Product 87,WH-LYON,Pet Care,SUP-003,6038,526,15790.52,7416.6,1686799.9950293908,1719047.0127311095,95376.72,10655.028484162896,7884.459370725033,3703.2270861833103,842246.235548191,858347.6876153967,47623.12284541724,5320.22626090213,1296.1294801641586,214586.92190384917,215883.05138401332,0.08711493872143093,0.005044688612026355,44
SKU-0092,Household Product 92,WH-LIS,Household,SUP-012,11742,0,0.0,0.0,1576667.6535462788,1682753.232146415,247545.8,0.0,0.0,0.0,787255.3947255701,840225.6220703713,123603.58002735977,0.0,0.0,210056.40551759282,210056.40551759282,0.0,0.00490853334712621,45
SKU-0087,Pet Care Product 87,WH-PORTO,Pet Care,SUP-003,6628,176,5283.5199999999995,2481.6,1618453.6551214613,1629926.6235606757,30295.76,3565.180633484163,2638.1461012311897,1239.1025991792064,808119.814116735,813848.4508887094,15127.157865937072,1780.1517526972907,433.68590971272226,203462.11272217735,203895.79863189007,0.026554013277006638,0.004764574184050487,46
SKU-0072,Health Product 72,WH-MAD,Health,SUP-008,8620,0,0.0,0.0,1481576.5991159282,1510887.1059468258,73300.68,0.0,0.0,0.0,739774.909271291,754410.1144604534,36600.20273597811,0.0,0.0,188602.52861511335,188602.52861511335,0.0,0.004407205763511335,47
SKU-0016,Health Product 16,WH-MAD,Health,SUP-002,65941,23398,2420289.12,1066246.8599999999,13231.482970577517,13231.482970577517,0.0,1662543.9124092166,1208489.095485636,532394.1229822161,6606.6912233389785,6606.6912233389785,0.0,830134.7852658879,186337.94304377562,1651.6728058347446,187989.61584961036,0.35483235013117786,0.004392883406899845,48
SKU-0096,Health Product 96,WH-PORTO,Health,SUP-002,4646,305,10516.4,5197.199999999999,1410310.2841072765,1480365.04885557,209367.2,7223.920752269582,5251.00683994528,2595.0451436388503,704190.497536465,739169.9628348605,104540.39398084815,3607.0192538692168,908.2658002735975,184792.49070871514,185700.75650898874,0.06564786913473956,0.0043393980472287656,49
SKU-0010,Snacks Product 10,WH-LIS,Snacks,SUP-001,81041,5774,83780.74,48732.55999999999,1384713.5219263963,1384713.5219263963,0.0,54644.16261444213,41833.06443228454,24332.94719562243,691409.6244912923,691409.6244912923,0.0,27284.70499900325,8516.53151846785,172852.40612282307,181368.93764129092,0.0712478868720771,0.004238173438945994,50
SKU-0096,Health Product 96,WH-MAD,Health,SUP-002,5510,554,19101.92,9440.159999999998,1284470.815421676,1349251.8118259204,201536.63999999998,13121.482284450323,9537.894391244869,4713.622982216141,641356.8367016576,673703.025056718,100630.47004103966,6551.766120142774,1649.7680437756492,168425.7562641795,170075.52430795514,0.10054446460980036,0.003974272436674889,51
SKU-0031,Pet Care Product 31,WH-LIS,Pet Care,SUP-003,47006,6836,415697.16000000003,184913.80000000002,1050219.2451165675,1050219.2451165675,0.0,280501.5338687783,207564.24541723664,92330.41997264023,524391.2783413777,524391.2783413777,0.0,140058.905420115,32315.646990424077,131097.81958534443,163413.4665757685,0.14542824320299536,0.0038185955247600116,52
SKU-0012,Household Product 12,WH-LIS,Household,SUP-003,81225,9808,181840.32,88075.83999999998,1158801.2891990233,1158801.2891990233,0.0,122701.0756561086,90795.78221614227,43977.67660738713,578608.0308586094,578608.0308586094,0.0,61266.610963720435,15392.186812585494,144652.00771465234,160044.19452723782,0.12075100030778702,0.0037398634139014925,53
SKU-0016,Health Product 16,WH-PORTO,Health,SUP-002,59763,19153,1981186.32,872802.21,36575.93635290216,36575.93635290216,0.0,1360915.6147693703,989238.0393980847,435804.11306429544,18262.950436127616,18262.950436127616,0.0,679526.9485510535,152531.4395725034,4565.737609031904,157097.1771815353,0.32048257282934256,0.003670998420804538,54
SKU-0119,Pet Care Product 119,WH-PORTO,Pet Care,SUP-001,18006,644,18283.16,10258.92,1126933.7226396007,1238011.466798626,264837.3,11924.792835989081,9129.07441860465,5122.442954856361,562696.0448200469,618158.9403303672,132237.5027359781,5954.239924946668,1792.855034199726,154539.7350825918,156332.5901167915,0.03576585582583583,0.0036531317859126926,55
SKU-0016,Health Product 16,WH-LIS,Health,SUP-002,72961,17796,1840818.24,810963.72,116413.17082077653,116413.17082077653,0.0,1264494.036466126,919150.0103967168,404927.1652530779,58126.95943855463,58126.95943855463,0.0,631382.1112313762,141724.50783857726,14531.739859638657,156256.24769821594,0.24391113060402134,0.0036513478398032886,56
SKU-0120,Health Product 120,WH-PORTO,Health,SUP-004,5252,37,2418.32,778.48,1219126.6276712404,1222162.5476712403,6071.84,955.1390874702139,1207.5058823529412,388.7075239398085,608729.4378933006,610245.321340633,3031.7668946648428,476.9162338257566,136.04763337893297,152561.33033515824,152697.37796853718,0.007044935262757045,0.003568185268763563,57
SKU-0016,Health Product 16,WH-LYON,Health,SUP-002,54537,18922,1957291.68,862275.5399999999,2337.8356310679665,2337.8356310679665,0.0,1344501.9194207708,977307.0632010944,430547.97824897396,1167.3187487548669,1167.3187487548669,0.0,671331.3277545572,150691.7923871409,291.8296871887167,150983.62207432959,0.3469571116856446,0.0035281387491879076,58
SKU-0020,Household Product 20,WH-PORTO,Household,SUP-008,56545,406,17352.440000000002,7161.84,1189916.3193287097,1189916.3193287097,0.0,5988.079034793498,8664.351025991793,3576.021340629275,594144.263413104,594144.263413104,0.0,2989.943704103456,1251.6074692202462,148536.065853276,149787.67332249627,0.0071801220267043945,0.0035001921873329483,59
SKU-0064,Health Product 64,WH-PORTO,Health,SUP-005,12124,0,0.0,0.0,1092796.4231531487,1173466.8055701226,179211.94,0.0,0.0,0.0,545650.7448028718,585930.7579112103,89483.39001367989,0.0,0.0,146482.68947780257,146482.68947780257,0.0,0.0034229623434087948,60
SKU-0075,Personal Care Product 75,WH-LYON,Personal Care,SUP-002,3298,17,244.29,124.95,1148775.4239788952,1164969.5390069964,77234.04,167.8075767916717,121.97790697674418,62.38953488372093,573601.9558854948,581687.9367134798,38564.19233926129,83.78900893154605,21.83633720930232,145421.98417836995,145443.82051557925,0.005154639175257732,0.003398686373667227,61
SKU-0118,Dairy Product 118,WH-PORTO,Dairy,SUP-001,3663,48,520.3199999999999,213.11999999999998,1113790.4105557625,1139168.325900755,110272.0,339.36738552973543,259.80410396716826,106.41422708618329,556133.3787316735,568804.9780489405,55060.57455540355,169.45156733016884,37.24497948016415,142201.24451223513,142238.4894917153,0.013104013104013105,0.0033237851861483503,62
SKU-0069,Frozen Product 69,WH-LYON,Frozen,SUP-006,2451,67,2411.33,1323.92,1097791.1152024386,1118396.429432988,80906.55,1035.0596055948367,1204.0156634746922,661.0544459644323,548144.6744854857,558433.2376785781,40397.9353625171,516.8218276909923,231.3690560875513,139608.30941964453,139839.67847573207,0.02733578131374949,0.0032677305096132842,63
SKU-0072,Health Product 72,WH-LYON,Health,SUP-008,6935,0,0.0,0.0,1072573.9833007513,1105828.8618607144,83376.81,0.0,0.0,0.0,535553.3569148758,552158.0500398915,41631.37571819425,0.0,0.0,138039.51250997288,138039.51250997288,0.0,0.0032256647861162177,64
SKU-0087,Pet Care Product 87,WH-LIS,Pet Care,SUP-003,8089,534,16030.68,7529.4,1045096.9375766315,1060428.2858699395,40723.36,10817.082149321268,8004.375102599179,3759.549931600547,521833.62820173806,529488.8157900518,20333.82544459644,5401.142249661098,1315.8424760601913,132372.20394751296,133688.04642357316,0.06601557670911114,0.0031239810676818715,65
SKU-0085,Frozen Product 85,WH-LYON,Frozen,SUP-003,11398,580,12220.6,5388.200000000001,991326.3465336079,1048388.3554684217,145812.84,8246.140158371041,6101.941176470588,2690.414500683995,494985.11147026933,523477.0858358056,72806.68481532148,4117.429764439713,941.6450752393981,130869.2714589514,131810.9165341908,0.05088612037199509,0.00308011687493699,66
SKU-0120,Health Product 120,WH-MAD,Health,SUP-004,5597,70,4575.2,1472.8,1013722.5348172436,1044144.9172639054,70424.48,1807.019895213918,2284.470588235294,735.3926128590971,506167.8867418521,521358.26922205946,35164.07004103967,902.2739558865665,257.387414500684,130339.56730551487,130596.95472001555,0.012506700017866714,0.003051749389392647,67
SKU-0096,Health Product 96,WH-LIS,Health,SUP-002,6229,369,12723.119999999999,6287.759999999998,991764.8117999121,1029413.4402051965,95082.88,8739.759860942544,6352.857455540355,3139.579206566347,495204.0441955785,514002.6069424032,47476.40383036936,4363.90198254997,1098.8527222982214,128500.6517356008,129599.504457899,0.059239043185101946,0.003028441279070399,68
SKU-0085,Frozen Product 85,WH-PORTO,Frozen,SUP-003,12723,372,7838.04,3455.8800000000006,928466.9986785112,997002.8252836975,164590.16,5288.903687782806,3913.6588235294116,1725.5761969904243,463598.4329926903,497819.46816491045,82182.50123119015,2640.834262709609,603.9516689466485,124454.86704122761,125058.81871017427,0.029238387172836597,0.0029223359339055695,69
SKU-0069,Frozen Product 69,WH-PORTO,Frozen,SUP-006,2909,5,179.95000000000002,98.80000000000001,983075.4489832851,996896.8921737032,47164.38,77.24325414886842,89.85191518467852,49.33242134062928,490865.3062638838,497766.5740675809,23549.929822161423,38.568793111268086,17.266347469220246,124441.64351689523,124458.90986436444,0.0017188037126160192,0.002908317448881808,70
SKU-0036,Household Product 36,WH-MAD,Household,SUP-001,33613,2193,146492.4,83268.20999999999,824374.2131222675,861449.5931222675,74150.76000000001,95546.4767604094,73146.0,41577.149999999994,411623.2391102977,430135.56975325255,37024.661285909715,47707.88511292671,14552.002499999999,107533.89243831314,122085.89493831314,0.06524261446464166,0.002852865567426208,71
SKU-0092,Household Product 92,WH-PORTO,Household,SUP-012,9499,0,0.0,0.0,867184.1256788675,972297.0942924605,261580.34,0.0,0.0,0.0,432998.9136426629,485483.5012541013,130611.25047879617,0.0,0.0,121370.87531352532,121370.87531352532,0.0,0.0028361572091951293,72
SKU-0024,Health Product 24,WH-PORTO,Health,SUP-005,68493,2495,119061.4,48452.9,875724.6262705957,894402.6262705957,37356.0,51015.90882235708,59449.26265389877,24193.308481532145,437263.3222828556,446589.5466330608,18652.448700410398,25473.059808700866,8467.65796853625,111647.3866582652,120115.04462680145,0.03642708013957631,0.0028068113447405826,73
SKU-0061,Frozen Product 61,WH-LYON,Frozen,SUP-002,6658,299,9095.58,5301.270000000001,813816.54705813,946870.95741026,350688.15,6247.931717691242,4541.568673050616,2647.0089603283177,406351.62746404577,472787.8241514978,175104.2062243502,3119.6923077391284,926.4531361149111,118196.95603787445,119123.40917398936,0.04490838089516371,0.0027836391130901033,74
SKU-0069,Frozen Product 69,WH-LIS,Frozen,SUP-006,3215,86,3095.1400000000003,1699.3600000000001,937626.6488691107,949901.6355430142,37864.59,1328.5839713605367,1545.4529411764706,848.5176470588235,468171.99293738086,474301.0902506158,18906.39582763338,663.3832415138111,296.98117647058825,118575.27256265395,118872.25373912454,0.026749611197511663,0.0027777701902914472,75
SKU-0118,Dairy Product 118,WH-LYON,Dairy,SUP-001,3854,274,2970.16,1216.5599999999997,911266.6716743172,940431.5555481971,109388.8,1937.2221590655731,1483.0484268125854,607.447879616963,455010.0344201447,469572.5277361039,54619.57865937072,967.2860301763806,212.606757865937,117393.13193402598,117605.73869189191,0.07109496626881162,0.0027481746569933308,76
SKU-0120,Health Product 120,WH-LIS,Health,SUP-004,6078,23,1503.28,483.92,940994.6770984435,940994.6770984435,0.0,593.7351084274303,750.6117647058824,241.62900136798905,469853.70333916805,469853.70333916805,0.0,296.46144264844327,84.57015047879617,117463.42583479201,117547.99598527081,0.003784139519578809,0.0027468253432206585,77
SKU-0075,Personal Care Product 75,WH-LIS,Personal Care,SUP-002,4289,22,316.14,161.7,931563.3785466956,939393.0700424265,22000.68,217.162746436281,157.8537619699042,80.73939808481532,465144.50501989585,469053.99530162197,10985.291655266758,108.43283508788312,28.258789329685357,117263.49882540549,117291.75761473518,0.005129400792725577,0.00274083764394775,78
SKU-0085,Frozen Product 85,WH-LIS,Frozen,SUP-003,13989,221,4656.47,2053.09,884438.773094141,919029.4238336227,74060.86,3142.0637500000003,2325.0499999999997,1025.1406976744188,441614.4352658843,458886.1008197979,36979.77277701778,1568.8827205882355,358.7992441860465,114721.52520494947,115080.32444913553,0.015798127099864178,0.0026891615552727126,79
SKU-0071,Pet Care Product 71,WH-LYON,Pet Care,SUP-003,4136,93,726.3299999999999,199.01999999999995,907973.9054199319,910062.6920495763,10217.34,490.10842194570137,362.66819425444595,99.37387140902871,453365.90352705214,454408.86812324944,5101.681395348837,244.71897949409163,34.78085499316005,113602.21703081236,113636.99788580553,0.02248549323017408,0.002655434344957743,80
SKU-0118,Dairy Product 118,WH-MAD,Dairy,SUP-001,4309,190,2059.6,843.5999999999999,882823.0145129743,904632.9063975941,86297.6,1343.3292343885362,1028.391244870041,421.22298221614216,440807.6611453291,451697.68924093276,43089.77291381669,670.745787348585,147.42804377564974,112924.42231023319,113071.85035400884,0.04409375725226271,0.0026422281516067965,81
