product_id,product_name,category,abc_class,average_inventory_units,average_inventory_value,average_days_of_supply,stockout_frequency,fill_rate_average,lost_sales_exposure,slow_moving_inventory_proxy,excess_inventory_proxy,working_capital_risk_proxy
SKU-0095,Pet Care Product 95,Pet Care,C,437.3385772913817,17117.431915184712,91.19619357045153,0.021545827633378933,0.9790526675786594,22033.44,0.026333789329685362,0.7339261285909713,60.15
SKU-0098,Snacks Product 98,Snacks,C,369.4777701778386,4400.480242818059,17.050530095759207,0.1853625170998632,0.8228823743399204,311133.78,0.04411764705882353,0.021545827633378933,9.42
SKU-0118,Dairy Product 118,Dairy,C,389.0058139534884,2489.637209302324,77.7090560875514,0.03898768809849521,0.9635190827564288,7143.5599999999995,0.051641586867305064,0.6795485636114911,52.81
SKU-0054,Dairy Product 54,Dairy,B,855.5629274965801,8298.960396716846,11.813587551299626,0.019835841313269494,0.985223969096537,61674.3,0.0,0.0,7.07
SKU-0070,Dairy Product 70,Dairy,C,354.3987688098495,779.6772913816695,21.05758549931601,0.011627906976744186,0.9917942497851376,2061.92,0.014705882352941176,0.01265389876880985,8.25
SKU-0014,Dairy Product 14,Dairy,A,1121.871751025992,8817.911963064289,10.2839363885089,0.016073871409028728,0.9909179226770638,31389.51,0.0,0.04103967168262654,8.61
SKU-0020,Household Product 20,Household,A,1036.2906976744189,26010.89651162792,14.42704172366621,0.011285909712722298,0.9909927732003267,94626.36,0.0,0.2106703146374829,24.12
SKU-0022,Dairy Product 22,Dairy,A,1020.5499316005472,10032.005827633402,11.66754103967169,0.007523939808481532,0.9950603946262713,26794.25,0.0,0.0755813953488372,11.08
SKU-0023,Pet Care Product 23,Pet Care,A,404.90492476060194,7668.899274965798,7.414131326949392,0.13577291381668946,0.8826984356418279,735049.84,0.0,0.010259917920656635,5.83
SKU-0103,Pet Care Product 103,Pet Care,C,477.5123119015048,9311.490082079345,27.948984268125795,0.04890560875512996,0.9555437587526128,105468.0,0.008207934336525308,0.1686046511627907,20.63
SKU-0105,Beverages Product 105,Beverages,C,326.02120383036936,3191.747585499319,23.78889876880988,0.006155950752393981,0.9956669068572584,4049.54,0.028727770177838577,0.04480164158686731,11.87
SKU-0015,Pet Care Product 15,Pet Care,A,941.3201094391244,5111.368194254447,9.830328317373466,0.03454172366621067,0.9744035268637502,80882.75,0.003419972640218878,0.032489740082079346,6.76
SKU-0019,Personal Care Product 19,Personal Care,A,660.7250341997265,4995.081258549942,7.957852257181961,0.04035567715458276,0.969761545607342,88914.29,0.0,0.0006839945280437756,4.57
SKU-0049,Beverages Product 49,Beverages,B,375.6296169630643,1093.082185362518,27.951521887824946,0.1265389876880985,0.8785599352785245,25392.9,0.0,0.457250341997264,30.31
SKU-0092,Household Product 92,Household,C,487.61764705882354,9235.478235294104,36.95651162790695,0.0010259917920656635,0.9991735066119471,1155.44,0.04616963064295486,0.362859097127223,33.29
SKU-0104,Health Product 104,Health,C,177.4593023255814,5094.856569767437,24.06347469220248,0.040697674418604654,0.9646888898991177,40038.450000000004,0.029069767441860465,0.08823529411764706,14.64
SKU-0109,Frozen Product 109,Frozen,C,624.2934336525308,7123.188077975382,28.014199726402214,0.014363885088919288,0.9883048969051859,19034.86,0.027017783857729138,0.15218878248974008,19.55
SKU-0058,Snacks Product 58,Snacks,B,443.2298221614227,1755.1900957592406,13.018177154582787,0.1569767441860465,0.8514558467093006,122091.54,0.0010259917920656635,0.045485636114911084,7.08
SKU-0061,Frozen Product 61,Frozen,C,393.8337893296854,4997.750786593704,37.865170998632024,0.02975376196990424,0.9723506644147,29264.04,0.06600547195622435,0.38816689466484267,33.63
SKU-0013,Frozen Product 13,Frozen,A,586.3919288645691,3958.1455198358417,8.162472640218867,0.16792065663474692,0.8454435377831426,315916.7,0.0,0.03967168262653899,6.0
SKU-0017,Beverages Product 17,Beverages,A,963.6525307797538,15331.71176470588,10.942725718194252,0.02051983584131327,0.9836111468238692,130111.36,0.0,0.05540355677154583,11.93
SKU-0030,Dairy Product 30,Dairy,B,335.4165526675787,1469.124500683995,11.700612175102616,0.27975376196990426,0.7305935240265955,159170.22,0.0003419972640218878,0.0560875512995896,6.99
SKU-0033,Beverages Product 33,Beverages,B,673.7294801641586,11258.019613543076,15.420831053351568,0.0506155950752394,0.9550049001408674,221646.6,0.0006839945280437756,0.05506155950752394,11.89
SKU-0108,Household Product 108,Household,C,392.0690834473325,11177.889569083449,87.53899110807127,0.045485636114911084,0.9561510650771936,26260.9,0.0047879616963064295,0.6925444596443229,55.51
SKU-0111,Pet Care Product 111,Pet Care,C,282.01128590971274,9187.92769493844,19.243437072503433,0.03556771545827633,0.9696231257437927,101314.0,0.03556771545827633,0.006155950752393981,11.05
SKU-0059,Personal Care Product 59,Personal Care,B,441.49589603283175,4114.741751025987,11.72560875512995,0.017783857729138167,0.9874864848487538,31185.0,0.0,0.0013679890560875513,5.53
SKU-0082,Snacks Product 82,Snacks,C,383.5246238030096,667.3328454172362,28.55275307797543,0.001709986320109439,0.9989398084815322,119.77000000000001,0.021203830369357045,0.15355677154582764,17.21
SKU-0037,Frozen Product 37,Frozen,B,771.9829001367989,11919.41597811217,11.844240766073874,0.18160054719562244,0.828478083893305,759363.84,0.0,0.054035567715458276,10.88
SKU-0044,Household Product 44,Household,B,608.8255813953489,11762.51023255815,14.906166210670309,0.009233926128590971,0.9930893199789806,23887.68,0.003419972640218878,0.021545827633378933,10.47
SKU-0073,Beverages Product 73,Beverages,C,387.0092339261286,5824.488970588237,19.00025307797536,0.13714090287277703,0.8709914533054077,214502.4,0.024281805745554035,0.029411764705882353,10.47
SKU-0075,Personal Care Product 75,Personal Care,C,371.91039671682626,2610.810984952123,73.66508207934329,0.018125854993160054,0.983265341020129,4598.4,0.02359781121751026,0.6870725034199726,52.49
SKU-0079,Pet Care Product 79,Pet Care,C,216.6918604651163,5202.771569767441,14.148060875513004,0.04035567715458276,0.967133204355392,67492.8,0.022913816689466484,0.0,7.26
SKU-0011,Personal Care Product 11,Personal Care,A,1588.0430916552668,31300.32933652524,24.43719562243501,0.0,1.0,0.0,0.0,0.63406292749658,46.68
SKU-0016,Health Product 16,Health,A,350.343365253078,20274.3705471956,4.453597811217507,0.3337893296853625,0.6890399889724846,8199585.36,0.0,0.006155950752393981,9.42
SKU-0029,Frozen Product 29,Frozen,B,865.2715458276334,12217.634227086188,15.087417920656623,0.1265389876880985,0.8824501858693171,501396.15,0.0003419972640218878,0.10259917920656635,14.27
SKU-0038,Dairy Product 38,Dairy,B,434.9935020519836,3936.691193570456,15.129206566347476,0.12585499316005472,0.882969950330891,193619.8,0.0,0.08686730506155951,10.44
SKU-0046,Dairy Product 46,Dairy,B,305.1744186046512,3039.53720930232,12.564398084815316,0.23050615595075238,0.7801607150458484,377940.07999999996,0.0003419972640218878,0.05711354309165527,7.92
SKU-0066,Snacks Product 66,Snacks,C,90.44630642954856,622.2705882352946,10.658608071135426,0.040697674418604654,0.9675205015237119,9888.66,0.012311901504787962,0.0,4.1
SKU-0039,Pet Care Product 39,Pet Care,B,901.2089603283174,8958.017065663504,15.973248974008218,0.04035567715458276,0.9655381891859532,131329.24,0.0003419972640218878,0.0728454172366621,12.0
SKU-0096,Health Product 96,Health,C,323.0030779753762,5633.173679890567,48.95521887824896,0.0673734610123119,0.9350031817627578,48789.2,0.04377564979480164,0.5129958960328317,42.63
SKU-0115,Personal Care Product 115,Personal Care,C,319.48871409028726,2492.011969904238,21.15360123119012,0.1491108071135431,0.858332225049715,128594.90999999999,0.009575923392612859,0.08515731874145006,12.06
SKU-0069,Frozen Product 69,Frozen,C,221.13508891928865,3589.02249316005,56.78107045143634,0.021545827633378933,0.979548563611491,8349.68,0.01744186046511628,0.5844733242134063,47.02
SKU-0072,Health Product 72,Health,C,574.1145690834473,10385.73255471958,50.78438098495216,0.0,1.0,0.0,0.009233926128590971,0.5728454172366622,46.86
SKU-0074,Snacks Product 74,Snacks,C,560.0389876880985,2878.6003967168263,24.035143638850883,0.08002735978112176,0.925837151881231,36741.72,0.04377564979480164,0.09028727770177838,14.26
SKU-0005,Frozen Product 5,Frozen,A,526.3409712722298,2410.641648426812,8.264497264021886,0.2082763337893297,0.8061428679100326,320148.36,0.0,0.060191518467852256,6.37
SKU-0043,Personal Care Product 43,Personal Care,B,563.7055403556772,9053.110978112154,12.70645348837209,0.06600547195622435,0.9442417215086525,251859.04,0.0006839945280437756,0.012995896032831737,8.26
SKU-0045,Frozen Product 45,Frozen,B,378.3245554035568,1153.8898939808498,6.746429548563619,0.08344733242134063,0.9373704396683237,69186.81,0.0,0.0,2.68
SKU-0100,Household Product 100,Household,C,329.8402872777018,8143.756692886453,58.92720246238028,0.05984952120383037,0.9425055977703439,49766.82,0.056429548563611494,0.5892612859097127,50.65
SKU-0063,Pet Care Product 63,Pet Care,C,237.01299589603283,3595.4871477428105,23.426576607387155,0.0253077975376197,0.9788841478758092,21908.13,0.0,0.049247606019151846,11.38
SKU-0086,Dairy Product 86,Dairy,C,254.90834473324213,1075.7132147742816,13.344979480164094,0.0954172366621067,0.9147988865447695,46550.22,0.0047879616963064295,0.0,4.97
SKU-0032,Health Product 32,Health,B,195.85841313269495,3047.5569083447367,8.266915184678508,0.04001367989056088,0.9711143207399658,58461.0,0.0,0.0,3.91
SKU-0085,Frozen Product 85,Frozen,C,661.782489740082,7795.797729138148,38.59869699042416,0.028727770177838577,0.9733206070936982,27096.02,0.019835841313269494,0.4062927496580027,34.59
SKU-0004,Household Product 4,Household,A,2213.339945280438,51902.821716826176,23.844979480164223,0.0023939808481532147,0.9978953939874431,27261.300000000003,0.0,0.6282489740082079,46.22
SKU-0028,Household Product 28,Household,B,180.55335157318743,3331.209336525306,10.119801641586864,0.11149110807113544,0.902907292574789,177887.35,0.0003419972640218878,0.003761969904240766,4.81
SKU-0107,Personal Care Product 107,Personal Care,C,735.2708618331053,9602.637455540358,24.4774658002736,0.09233926128590972,0.9130906092501929,247960.44,0.011627906976744186,0.11422708618331054,17.22
SKU-0112,Health Product 112,Health,C,421.34746922024624,4748.585978112161,33.830454856361136,0.04890560875512996,0.9550770862932284,25826.97,0.01709986320109439,0.31908344733242133,27.86
SKU-0117,Frozen Product 117,Frozen,C,83.24589603283174,1250.3533584131355,38.83779753761976,0.005129958960328317,0.9957421340629276,596.13,0.05198358413132695,0.4097127222982216,33.16
SKU-0120,Health Product 120,Health,C,260.9326265389877,11564.534008207904,37.37925444596442,0.008207934336525308,0.9935380890579248,8888.960000000001,0.003419972640218878,0.37722298221614226,33.89
SKU-0067,Personal Care Product 67,Personal Care,C,368.0680574555404,5940.618447332414,18.688768809849527,0.04856361149110807,0.9578688591579808,72172.44,0.0030779753761969904,0.0023939808481532147,8.66
SKU-0081,Beverages Product 81,Beverages,C,199.13714090287277,2738.135687414501,22.839336525307857,0.006839945280437756,0.9945648742502367,4228.51,0.009233926128590971,0.022913816689466484,9.91
SKU-0083,Personal Care Product 83,Personal Care,C,293.0297537619699,3961.7622708618264,21.04765047879613,0.021203830369357045,0.9820884186643377,19773.780000000002,0.02496580027359781,0.016073871409028728,9.86
SKU-0089,Beverages Product 89,Beverages,C,310.6234610123119,1276.6624247606037,47.7965937072505,0.07900136798905609,0.9247434178662552,15329.319999999998,0.011627906976744186,0.5017099863201094,39.28
SKU-0002,Snacks Product 2,Snacks,A,515.9610123119015,5696.209575923391,6.462130642954861,0.059165526675786596,0.9547000445213385,245193.48,0.0,0.0,4.31
SKU-0026,Snacks Product 26,Snacks,B,228.9948700410397,661.795174418607,9.445649794801655,0.027359781121751026,0.9805252349229834,8277.25,0.0003419972640218878,0.0,3.41
SKU-0093,Frozen Product 93,Frozen,C,245.05677154582764,3249.4527906976755,15.272185362517094,0.08549931600547196,0.923821515375472,90206.37000000001,0.0003419972640218878,0.0,6.33
SKU-0119,Pet Care Product 119,Pet Care,C,917.9107387140904,11437.167804377556,38.26235294117646,0.024623803009575923,0.9769030963650438,52947.35,0.03864569083447333,0.3796169630642955,35.13
SKU-0052,Household Product 52,Household,B,568.7373461012312,13399.451874145,14.047305061559507,0.024281805745554035,0.9804758800176157,86300.94,0.0,0.01709986320109439,10.52
SKU-0064,Health Product 64,Health,C,567.8823529411765,13044.25764705882,34.99920998632003,0.004445964432284542,0.9961281574569538,6291.869999999999,0.028727770177838577,0.30540355677154585,31.06
SKU-0071,Pet Care Product 71,Pet Care,C,459.32763337893294,2604.387681258547,68.12422708618328,0.02667578659370725,0.9742427203439515,4428.2699999999995,0.001709986320109439,0.6696306429548564,51.16
SKU-0009,Beverages Product 9,Beverages,A,1443.2004103967167,22095.398283173763,17.066658686730456,0.00786593707250342,0.9931538014690403,60966.99,0.0,0.34644322845417236,29.63
SKU-0040,Health Product 40,Health,B,783.2739398084815,25887.20371067033,13.474175786593731,0.04856361149110807,0.9590618052911811,424150.17,0.0,0.018125854993160054,15.09
SKU-0050,Snacks Product 50,Snacks,B,474.4360465116279,3947.307906976744,15.36641928864572,0.02051983584131327,0.9832545815371146,30711.87,0.0027359781121751026,0.04035567715458276,8.5
SKU-0097,Beverages Product 97,Beverages,C,243.5557455540356,4191.59438098495,15.445194938440505,0.05677154582763338,0.9487851404389819,77230.7,0.03146374829001368,0.0,7.52
SKU-0099,Personal Care Product 99,Personal Care,C,202.41108071135432,4276.946135430929,22.665109439124485,0.0280437756497948,0.9774326717958979,28037.940000000002,0.013337893296853625,0.03864569083447333,11.24
SKU-0062,Dairy Product 62,Dairy,C,698.766073871409,2417.7306155950823,33.44662448700414,0.028727770177838577,0.9747622065760607,6894.8,0.012995896032831737,0.28864569083447333,25.38
SKU-0068,Household Product 68,Household,C,218.38303693570452,3692.8571545827704,16.982417920656598,0.08960328317373462,0.9191374747537906,68929.52,0.016073871409028728,0.004445964432284542,7.66
SKU-0076,Household Product 76,Household,C,215.37756497948016,1707.9440902872811,18.04633378932966,0.030779753761969904,0.9739535351206479,19511.800000000003,0.009575923392612859,0.0,6.9
SKU-0077,Frozen Product 77,Frozen,C,354.82216142270863,5042.022913816692,17.858245554035577,0.21169630642954856,0.7965352486895279,438197.06,0.01709986320109439,0.03761969904240766,9.98
SKU-0080,Health Product 80,Health,C,431.81668946648426,26453.090396716783,219.20722982216168,0.009917920656634747,0.9905608755129959,9297.42,0.06668946648426813,0.8738030095759234,70.99
SKU-0027,Personal Care Product 27,Personal Care,B,467.17236662106706,10590.797551299584,16.942041723666243,0.022571819425444596,0.9818193519918269,76009.43,0.0,0.0844733242134063,13.45
SKU-0035,Personal Care Product 35,Personal Care,B,129.91484268125856,2543.7326196990434,6.731839945280436,0.07763337893296854,0.9399661616432691,84190.41,0.0,0.0,3.21
SKU-0113,Beverages Product 113,Beverages,C,691.3033515731875,10922.592954856327,58.093413132695034,0.01709986320109439,0.9838454836317353,20166.51,0.048221614227086186,0.6378248974008208,53.4
SKU-0057,Beverages Product 57,Beverages,B,613.9449384404925,1823.4164671682593,12.290554035567702,0.05369357045143639,0.9535876858558584,27529.79,0.0,0.005471956224350205,5.03
SKU-0060,Household Product 60,Household,B,478.5533515731874,4699.393912448702,8.805201778385765,0.27291381668946646,0.7403162789388077,614917.17,0.009917920656634747,0.017783857729138167,5.76
SKU-0090,Snacks Product 90,Snacks,C,331.67305061559506,2971.7905335157343,14.896573187414484,0.08891928864569083,0.9193690606342674,108916.37999999999,0.0003419972640218878,0.0,6.1
SKU-0012,Household Product 12,Household,A,987.0037619699042,9435.755964432292,9.646063611491115,0.17852257181942544,0.8339147017961152,970420.6799999999,0.0,0.11764705882352941,12.08
SKU-0034,Snacks Product 34,Snacks,B,542.0991792065663,4602.422031463746,15.49382694938434,0.008549931600547196,0.9940874926591543,10701.76,0.0003419972640218878,0.04274965800273598,8.84
SKU-0101,Frozen Product 101,Frozen,C,368.88201094391246,5271.323936388497,23.60095417236664,0.02051983584131327,0.9836257047034467,17051.469999999998,0.02667578659370725,0.052667578659370724,12.9
SKU-0102,Dairy Product 102,Dairy,C,352.08447332421343,3383.5317886456887,18.30081737346103,0.029069767441860465,0.9760753916741819,25443.75,0.05129958960328317,0.0,8.66
SKU-0106,Snacks Product 106,Snacks,C,305.2455540355677,3217.288139534887,18.0874487004104,0.02496580027359781,0.9798193094962399,18936.45,0.05027359781121751,0.0013679890560875513,8.56
SKU-0055,Pet Care Product 55,Pet Care,B,299.1638166894665,12391.365287277727,11.059989740082075,0.2602599179206566,0.7494835873513505,1477352.5,0.0003419972640218878,0.035909712722298225,9.99
SKU-0056,Health Product 56,Health,B,563.2917236662107,38658.710995211964,16.201402188782517,0.02975376196990424,0.9754338840264158,294965.38,0.0023939808481532147,0.07421340629274965,18.8
SKU-0001,Beverages Product 1,Beverages,A,398.52633378932967,1837.2063987688132,4.75796169630643,0.14740082079343364,0.8763156028887706,284170.94999999995,0.0,0.0010259917920656635,2.33
SKU-0010,Snacks Product 10,Snacks,A,1206.450068399453,7323.151915184681,12.967722298221592,0.10294117647058823,0.9043409559351492,376302.34,0.0,0.22537619699042408,17.23
SKU-0018,Snacks Product 18,Snacks,A,658.2920656634747,6141.86497264021,6.823549931600547,0.10499316005471956,0.9134619670059201,515339.54000000004,0.0006839945280437756,0.008549931600547196,5.0
SKU-0021,Frozen Product 21,Frozen,A,778.2284541723666,7751.155403556776,8.258731190150472,0.05574555403556772,0.9527687031013079,180943.08,0.0003419972640218878,0.011969904240766074,6.23
SKU-0024,Health Product 24,Health,A,1119.1494528043777,31671.929514363877,11.391607387140928,0.08139534883720931,0.9286280118095868,1010184.6799999999,0.0006839945280437756,0.1265389876880985,19.51
SKU-0031,Pet Care Product 31,Pet Care,B,691.0701094391245,23330.526894664865,13.023252393980815,0.19186046511627908,0.8165443274393601,1879029.0,0.0027359781121751026,0.06976744186046512,16.37
SKU-0036,Household Product 36,Household,B,1073.5577975376198,30950.67130300953,24.080786593707277,0.02975376196990424,0.9726078298658881,245623.6,0.005129958960328317,0.3173734610123119,32.44
SKU-0042,Snacks Product 42,Snacks,B,426.2941176470589,3171.628235294123,10.417667578659392,0.05950752393980848,0.9519356003625842,95166.96,0.006497948016415869,0.0006839945280437756,4.86
