product_id,warehouse_id,category,abc_class,service_level,stockout_day_rate,excess_inventory_rate,avg_days_of_supply,risk_score,risk_tier,lost_margin_value,excess_inventory_value,estimated_margin_recovery_12m,estimated_wc_release_12m,recommended_action
SKU-017,WH-MAD,Frozen,A,0.9622218871825798,0.046511627906976744,0.0,6.71562243502052,15.1,Low,29326.880000000005,0.0,16129.78,0.0,Monitor: maintain policy and track variability
SKU-003,WH-PORTO,Household,A,1.0,0.0,0.17510259917920656,12.12798905608755,15.1,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-051,WH-MAD,Household,C,0.99156799425906,0.009575923392612859,0.01094391244870041,25.275772913816688,15.07,Low,2463.7400000000002,0.0,1355.06,0.0,Monitor: maintain policy and track variability
SKU-036,WH-LIS,Dairy,B,1.0,0.0,0.17099863201094392,16.762134062927498,14.99,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-046,WH-LIS,Personal Care,C,0.9799795065815402,0.024623803009575923,0.0,17.41857729138167,14.91,Low,5455.92,0.0,3000.76,0.0,Monitor: maintain policy and track variability
SKU-039,WH-LIS,Household,B,0.99962469506474,0.0013679890560875513,0.1039671682626539,16.879042407660737,14.72,Low,113.03999999999999,0.0,62.17,0.0,Monitor: maintain policy and track variability
SKU-054,WH-PORTO,Dairy,C,0.9820818106801839,0.02188782489740082,0.0,17.70419972640219,14.66,Low,5023.6,0.0,2762.98,0.0,Monitor: maintain policy and track variability
SKU-058,WH-LIS,Personal Care,C,0.9661474888747617,0.04103967168262654,0.0,11.496402188782492,14.44,Low,5508.179999999999,0.0,3029.5,0.0,Monitor: maintain policy and track variability
SKU-005,WH-LIS,Frozen,A,1.0,0.0,0.1381668946648427,17.330889192886456,14.28,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-047,WH-PORTO,Frozen,C,0.9656807405734928,0.03283173734610123,0.0,20.34845417236662,14.19,Low,6285.2,0.0,3456.86,0.0,Monitor: maintain policy and track variability
SKU-002,WH-PORTO,Snacks,A,0.9721100454316002,0.04103967168262654,0.03283173734610123,10.379616963064295,14.0,Low,10753.860000000002,0.0,5914.62,0.0,Monitor: maintain policy and track variability
SKU-043,WH-LIS,Beverages,B,1.0,0.0,0.10807113543091655,18.252065663474692,13.88,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-060,WH-PORTO,Dairy,C,0.9912033779028853,0.012311901504787962,0.006839945280437756,24.609630642954855,13.78,Low,1836.4999999999998,0.0,1010.08,0.0,Monitor: maintain policy and track variability
SKU-007,WH-PORTO,Beverages,A,0.9703685955033745,0.03967168262653899,0.0,5.587852257181942,13.74,Low,7672.280000000002,0.0,4219.75,0.0,Monitor: maintain policy and track variability
SKU-030,WH-MAD,Dairy,B,0.9740771953480533,0.027359781121751026,0.0013679890560875513,9.350889192886457,13.72,Low,39149.79,0.0,21532.38,0.0,Monitor: maintain policy and track variability
SKU-015,WH-LIS,Household,A,0.9846698736586139,0.016415868673050615,0.057455540355677154,11.381108071135431,13.65,Low,25230.0,0.0,13876.5,0.0,Monitor: maintain policy and track variability
SKU-020,WH-PORTO,Snacks,A,0.9691052335396736,0.047879616963064295,0.0027359781121751026,7.321969904240766,13.42,Low,38786.85,0.0,21332.77,0.0,Monitor: maintain policy and track variability
SKU-052,WH-LIS,Personal Care,C,0.9892761394101877,0.012311901504787962,0.0,21.393625170998632,13.32,Low,1141.92,0.0,628.06,0.0,Monitor: maintain policy and track variability
SKU-058,WH-PORTO,Personal Care,C,0.9987068169222243,0.0013679890560875513,0.11080711354309165,21.733543091655267,13.12,Low,181.01999999999998,0.0,99.56,0.0,Monitor: maintain policy and track variability
SKU-025,WH-MAD,Beverages,B,1.0,0.0,0.057455540355677154,18.044035567715458,13.12,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-050,WH-LIS,Snacks,C,0.9886612549929132,0.012311901504787962,0.0,15.448358413132695,13.08,Low,1254.0000000000002,0.0,689.7,0.0,Monitor: maintain policy and track variability
SKU-033,WH-PORTO,Household,B,1.0,0.0,0.09986320109439124,14.393105335157319,13.01,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-047,WH-LIS,Frozen,C,0.9789431863329361,0.02188782489740082,0.0,21.759274965800273,12.98,Low,4383.1,0.0,2410.71,0.0,Monitor: maintain policy and track variability
SKU-052,WH-PORTO,Personal Care,C,1.0,0.0,0.04240766073871409,27.306963064295484,12.94,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-036,WH-MAD,Dairy,B,0.9738946253640456,0.04103967168262654,0.0,7.790355677154583,12.8,Low,1656.4800000000002,0.0,911.06,0.0,Monitor: maintain policy and track variability
SKU-053,WH-PORTO,Frozen,C,0.9955506117908788,0.004103967168262654,0.0027359781121751026,19.363529411764706,12.68,Low,862.6800000000001,0.0,474.47,0.0,Monitor: maintain policy and track variability
SKU-056,WH-PORTO,Snacks,C,0.9978930307941654,0.0027359781121751026,0.023255813953488372,22.598030095759235,12.58,Low,73.19,0.0,40.25,0.0,Monitor: maintain policy and track variability
SKU-023,WH-LIS,Frozen,B,1.0,0.0,0.08618331053351573,18.670670314637484,12.47,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-014,WH-MAD,Snacks,A,1.0,0.0,0.17236662106703146,15.203351573187414,12.41,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-001,WH-PORTO,Beverages,A,0.9798058555222019,0.028727770177838577,0.0,6.1148426812585495,12.3,Low,17353.0,0.0,9544.15,0.0,Monitor: maintain policy and track variability
SKU-029,WH-PORTO,Frozen,B,1.0,0.0,0.1491108071135431,17.197619699042406,12.29,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-017,WH-LIS,Frozen,A,0.9732357276536544,0.03283173734610123,0.0,7.469288645690835,12.28,Low,27019.520000000004,0.0,14860.74,0.0,Monitor: maintain policy and track variability
SKU-041,WH-LIS,Frozen,B,1.0,0.0,0.09986320109439124,18.130670314637484,12.15,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-006,WH-PORTO,Dairy,A,0.9994185329409899,0.0013679890560875513,0.11491108071135431,11.884350205198357,12.1,Low,1243.1100000000001,0.0,683.71,0.0,Monitor: maintain policy and track variability
SKU-022,WH-MAD,Personal Care,B,0.9821822120951776,0.023255813953488372,0.0,9.948686730506155,12.07,Low,3706.289999999999,0.0,2038.46,0.0,Monitor: maintain policy and track variability
SKU-050,WH-PORTO,Snacks,C,0.9984629572702121,0.0027359781121751026,0.02051983584131327,19.02979480164159,12.02,Low,142.50000000000003,0.0,78.38,0.0,Monitor: maintain policy and track variability
SKU-021,WH-MAD,Household,B,0.9859892338323133,0.017783857729138167,0.0,12.717523939808482,11.99,Low,17301.4,0.0,9515.77,0.0,Monitor: maintain policy and track variability
SKU-026,WH-PORTO,Snacks,B,1.0,0.0,0.08071135430916553,14.447920656634746,11.81,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-011,WH-LIS,Frozen,A,0.9953709595316874,0.006839945280437756,0.09302325581395349,10.388837209302325,11.68,Low,5386.410000000001,0.0,2962.53,0.0,Monitor: maintain policy and track variability
SKU-056,WH-LIS,Snacks,C,0.9967957648370019,0.005471956224350205,0.0,18.857756497948017,11.4,Low,129.49,0.0,71.22,0.0,Monitor: maintain policy and track variability
SKU-024,WH-LIS,Dairy,B,0.9856261859582542,0.019151846785225718,0.0,11.017264021887824,11.37,Low,2587.6200000000003,0.0,1423.19,0.0,Monitor: maintain policy and track variability
SKU-033,WH-MAD,Household,B,0.9820260117941676,0.025991792065663474,0.0,8.821299589603283,11.17,Low,6585.999999999999,0.0,3622.3,0.0,Monitor: maintain policy and track variability
SKU-008,WH-MAD,Snacks,A,0.9955692803437164,0.008207934336525308,0.07250341997264022,15.25064295485636,11.09,Low,1778.04,0.0,977.92,0.0,Monitor: maintain policy and track variability
SKU-023,WH-PORTO,Frozen,B,1.0,0.0,0.058823529411764705,18.642886456908347,11.08,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-010,WH-LIS,Personal Care,A,1.0,0.0,0.1094391244870041,15.889589603283175,11.06,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-016,WH-MAD,Personal Care,A,0.9769968952864804,0.028727770177838577,0.0,7.830424076607387,11.0,Low,52371.9,0.0,28804.54,0.0,Monitor: maintain policy and track variability
SKU-023,WH-MAD,Frozen,B,1.0,0.0,0.058823529411764705,18.49047879616963,10.99,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-037,WH-PORTO,Beverages,B,0.9937211374868347,0.006839945280437756,0.030095759233926128,17.888809849521202,10.9,Low,3720.0,0.0,2046.0,0.0,Monitor: maintain policy and track variability
SKU-031,WH-MAD,Beverages,B,0.9862722273511821,0.015047879616963064,0.03556771545827633,18.669794801641586,10.9,Low,441.17999999999984,0.0,242.65,0.0,Monitor: maintain policy and track variability
SKU-055,WH-MAD,Beverages,C,1.0,0.0,0.013679890560875513,20.40358413132695,10.83,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-039,WH-PORTO,Household,B,0.9945133408493048,0.005471956224350205,0.03419972640218878,14.691682626538988,10.76,Low,1375.32,0.0,756.43,0.0,Monitor: maintain policy and track variability
SKU-048,WH-PORTO,Dairy,C,0.9793779864196496,0.023255813953488372,0.0,16.14238030095759,10.76,Low,614.9999999999998,0.0,338.25,0.0,Monitor: maintain policy and track variability
SKU-041,WH-PORTO,Frozen,B,1.0,0.0,0.08755129958960328,18.159466484268126,10.76,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-015,WH-MAD,Household,A,1.0,0.0,0.09575923392612859,12.536320109439124,10.59,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-020,WH-MAD,Snacks,A,0.9957568055100032,0.006839945280437756,0.07797537619699042,9.78358413132695,10.34,Low,4874.849999999999,0.0,2681.17,0.0,Monitor: maintain policy and track variability
SKU-046,WH-PORTO,Personal Care,C,1.0,0.0,0.006839945280437756,27.133693570451435,10.33,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-010,WH-MAD,Personal Care,A,0.980598399062866,0.03146374829001368,0.0,9.099726402188782,10.32,Low,16035.150000000001,0.0,8819.33,0.0,Monitor: maintain policy and track variability
SKU-055,WH-LIS,Beverages,C,0.9905331785299634,0.009575923392612859,0.0,15.975088919288646,10.3,Low,571.3399999999999,0.0,314.24,0.0,Monitor: maintain policy and track variability
SKU-056,WH-MAD,Snacks,C,1.0,0.0,0.036935704514363885,23.292722298221612,10.08,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-021,WH-LIS,Household,B,1.0,0.0,0.049247606019151846,19.289917920656634,10.06,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-035,WH-MAD,Frozen,B,0.9971468311994008,0.005471956224350205,0.03556771545827633,13.95860465116279,9.89,Low,353.6,0.0,194.48,0.0,Monitor: maintain policy and track variability
SKU-055,WH-PORTO,Beverages,C,0.9998946703180956,0.0013679890560875513,0.01094391244870041,20.009001367989057,9.84,Low,5.39,0.0,2.96,0.0,Monitor: maintain policy and track variability
SKU-033,WH-LIS,Household,B,0.9891136284749613,0.015047879616963064,0.0,10.112421340629275,9.77,Low,5105.999999999999,0.0,2808.3,0.0,Monitor: maintain policy and track variability
SKU-054,WH-MAD,Dairy,C,1.0,0.0,0.047879616963064295,29.10577291381669,9.69,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-058,WH-MAD,Personal Care,C,1.0,0.0,0.04103967168262654,20.35392612859097,9.67,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-035,WH-LIS,Frozen,B,0.9885013519788053,0.01094391244870041,0.013679890560875513,12.698536251709985,9.64,Low,1860.82,0.0,1023.45,0.0,Monitor: maintain policy and track variability
SKU-018,WH-PORTO,Dairy,A,1.0,0.0,0.09986320109439124,15.107660738714092,9.56,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-045,WH-MAD,Household,C,0.9995134411872035,0.0013679890560875513,0.0,23.868714090287277,9.52,Low,170.00000000000003,0.0,93.5,0.0,Monitor: maintain policy and track variability
SKU-045,WH-LIS,Household,C,0.9969575031897144,0.005471956224350205,0.0,19.40435020519836,9.4,Low,1317.5000000000002,0.0,724.63,0.0,Monitor: maintain policy and track variability
SKU-046,WH-MAD,Personal Care,C,0.9978815696560073,0.0027359781121751026,0.0013679890560875513,27.478686730506155,9.24,Low,451.08,0.0,248.09,0.0,Monitor: maintain policy and track variability
SKU-042,WH-PORTO,Dairy,B,0.9868891537544696,0.023255813953488372,0.0,11.014172366621066,9.22,Low,2263.359999999999,0.0,1244.85,0.0,Monitor: maintain policy and track variability
SKU-028,WH-LIS,Personal Care,B,0.9879002413515687,0.017783857729138167,0.0,11.667099863201093,9.17,Low,10020.400000000001,0.0,5511.22,0.0,Monitor: maintain policy and track variability
SKU-006,WH-MAD,Dairy,A,0.9866086889598645,0.017783857729138167,0.006839945280437756,8.92344733242134,9.13,Low,26218.32,0.0,14420.08,0.0,Monitor: maintain policy and track variability
SKU-027,WH-MAD,Household,B,0.9939336414658303,0.008207934336525308,0.005471956224350205,11.394021887824898,8.88,Low,2046.2399999999998,0.0,1125.43,0.0,Monitor: maintain policy and track variability
SKU-016,WH-LIS,Personal Care,A,0.9864768045853484,0.016415868673050615,0.02051983584131327,10.560478796169631,8.65,Low,40430.25,0.0,22236.64,0.0,Monitor: maintain policy and track variability
SKU-036,WH-PORTO,Dairy,B,0.9991200625733281,0.0027359781121751026,0.04103967168262654,14.450738714090287,8.57,Low,60.480000000000004,0.0,33.26,0.0,Monitor: maintain policy and track variability
SKU-034,WH-MAD,Personal Care,B,0.9991570881226054,0.0013679890560875513,0.038303693570451436,20.084131326949386,8.56,Low,336.71,0.0,185.19,0.0,Monitor: maintain policy and track variability
SKU-003,WH-LIS,Household,A,0.994920133205396,0.009575923392612859,0.017783857729138167,9.101751025991792,8.41,Low,7325.0999999999985,0.0,4028.8,0.0,Monitor: maintain policy and track variability
SKU-043,WH-MAD,Beverages,B,1.0,0.0,0.04240766073871409,16.871764705882352,8.39,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-012,WH-MAD,Dairy,A,1.0,0.0,0.08481532147742818,12.487633378932967,8.36,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-044,WH-LIS,Snacks,B,0.981950419087321,0.02188782489740082,0.01094391244870041,13.39809849521204,8.3,Low,18522.57,0.0,10187.41,0.0,Monitor: maintain policy and track variability
